pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,st_met,spec_F,spec_G,spec_K,spec_M,spec_m,st_lum,temp_score,dist_score,lum_score,stellar_temp_score,stellar_mass_score,stellar_compatibility_index,orbital_stability,Habitability_Score,Rank
0.1178434057604062,0.0007148899762565,6.2574,0.0669,0.2581108240022968,0.590006406149904,0.968,1.022,0.07,0.0,0.0,1.0,0.0,0.0,1.0187496513588012e-16,0.0,0.3779333333333333,0.5,-5776.409993593851,0.988421052631579,0.4942105263157895,0.0011469042739726,0.022112272914712055,62
0.1090852448417471,0.0044787857012471,9.686760378,0.080799,0.2024117140396209,0.3696348494554772,0.73,0.75,0.06,0.0,0.0,1.0,0.0,0.0,8.925390177520487e-18,0.0,0.3871993333333333,0.5,-5776.630365150545,0.868421052631579,0.4342105263157895,0.0021443302788548,0.01966956248679607,63
0.0859274833669628,0.0008693062111279,7.331602,0.0694,0.1826012058570198,0.3935511424300661,0.81,0.83,0.2,0.0,0.0,1.0,0.0,0.0,1.412097218186646e-17,0.0,0.3796,0.5,-5776.606448857571,0.9105263157894736,0.4552631578947368,0.001394008709041,0.018031497797185277,64
0.0925004570186403,0.0044787857012471,2.42614,0.03392,0.2024117140396209,0.4928464659406364,0.92,0.89,0.16,0.0,0.0,1.0,0.0,0.0,4.480351542667437e-17,0.0,0.3559466666666666,0.5,-5776.50715353406,0.9421052631578948,0.4710526315789474,0.0002254648460273,0.014417733946017761,65
0.086536898142615,0.0044787857012471,5.491125215,0.062186,0.2024117140396209,0.6122143924834509,1.106,1.06,0.06,0.0,0.0,1.0,0.0,0.0,1.5417510205002996e-16,0.0,0.3747906666666666,0.5,-5776.387785607518,0.968421052631579,0.4842105263157895,0.0009355372948492,0.014408330416810465,66
0.1079093485613874,0.0044787857012471,3.3639254,0.034792189,0.4477433247200688,0.615695067264574,1.28018,0.496728,0.06,0.0,0.0,1.0,0.0,0.0,2.1129762849004668e-16,0.0,0.356528126,0.5000000000000001,-5776.384304932736,0.73512,0.36756,0.000320652954243,0.013558420726778809,67
0.1146570370762817,0.0079896103746428,0.777038,0.0159,0.4903818547229399,0.4791800128122998,0.87,0.88,0.256,0.0,0.0,1.0,0.0,0.0,3.5803306338182206e-17,0.0,0.3439333333333333,0.5,-5776.520819987189,0.936842105263158,0.4684210526315789,3.384905260274038e-05,0.011682498189261918,68
0.12597474005268,0.0102772582986637,1.2436258,0.0213,0.3778351995406258,0.4223788169976512,0.808,0.837,0.11,0.0,0.0,1.0,0.0,0.0,1.8643227079632264e-17,0.0,0.3475333333333333,0.5,-5776.577621183003,0.9142105263157896,0.4571052631578947,7.257323161643973e-05,0.011356897298163115,69
0.0632441948246506,0.0044787857012471,6.2678399,0.06,0.2024117140396209,0.638693145419603,1.17,1.07,0.09,0.0,0.0,1.0,0.0,0.0,2.0437632916562374e-16,0.0,0.3733333333333334,0.5000000000000001,-5776.361306854581,0.963157894736842,0.481578947368421,0.0010303298465753,0.011008701419085429,70
0.0819227576983911,0.0044787857012471,8.021522331,0.074984,0.2024117140396209,0.4608157164210977,0.78,0.87,0.06,0.0,0.0,1.0,0.0,0.0,2.4614339453500488e-17,0.0,0.3833226666666666,0.5,-5776.53918428358,0.9315789473684212,0.4657894736842105,0.001647906384843,0.010703364350299708,71
0.0937628161967771,0.0044787857012471,5.07803,0.0392,0.0884295147861039,0.0845611787315823,0.334,0.312,0.06,0.0,0.0,0.0,1.0,0.0,5.1176065806714546e-21,0.0,0.3594666666666667,0.5,-5776.915438821269,0.6378947368421053,0.3189473684210526,0.000545366509589,0.01069976244649764,72
0.0693862251706883,0.0008478595118402,3.98442,0.049,0.3296009187482056,0.6098654708520179,1.053,1.019,0.018,0.0,1.0,0.0,0.0,0.0,1.376203866330852e-16,0.0,0.366,0.5,-5776.390134529149,0.99,0.495,0.000534894739726,0.00940655919448369,73
