planet_name,host_star_name,radius_earth,pl_radj,mass_earth,pl_massj,orbital_period,semimajor_axis,eq_temp_k,density,star_temp_k,star_luminosity,star_metallicity,star_spectype,habitability_score,stellar_compatibility,orbital_stability,star_A,star_B,star_F,star_G,star_K,star_M,star_Unknown,radius_earth_scaled,mass_earth_scaled,orbital_period_scaled,semimajor_axis_scaled,eq_temp_k_scaled,density_scaled,star_temp_k_scaled,star_luminosity_scaled,star_metallicity_scaled,habitable_binary
TOI-2322 b,TOI-2322,0.994,0.08867889,2.31,0.00726807,11.30717,0.0924,603.1,12.75,4664.0,-0.74232,-0.12,K4,0.7911200306398507,0.9,0.715291430782643,False,False,False,False,True,False,False,-1.1499999999999997,-193.740555,0.007198669501154322,-0.05698789007335944,-0.5889518413597733,11.42,-0.998632759092152,-0.71545,-0.47619047619047616,0
TOI-2322 c,TOI-2322,1.874,0.16718737,18.1,0.05694897,20.225528,0.1362,496.8,14.69,4664.0,-0.74232,-0.12,K4,0.7642840349093524,0.9,1.3230128931864407,False,False,False,False,True,False,False,-0.44032258064516105,-177.950555,0.2992190987098586,0.16196558231375824,-0.8900849858356941,13.36,-0.998632759092152,-0.71545,-0.47619047619047616,0
TOI-2328 b,TOI-2328,9.97599282,0.89,50.85254512,0.16,17.10197,0.127,842.0,0.29,5525.0,-0.17005,0.09,G0 V,0.42923598417638886,1.0,1.154346600622826,False,False,False,True,False,False,False,6.093542596774193,-145.19800988,0.19694211590447205,0.11597535523701212,0.08781869688385269,-1.04,-0.05687722176647525,-0.14318,0.5238095238095238,0
TOI-2337 b,TOI-2337,10.08808263,0.9,508.5254512,1.6,2.99432,0.1038,811.0,1.33,4780.0,-0.02687,0.39,G0 V,0.4344119091182868,1.0,0.2706455841032914,False,False,False,True,False,False,False,6.183937604838709,312.4748962,-0.26499516090435044,0.0,0.0,0.0,-0.8717528028438611,0.0,1.9523809523809526,0
TOI-2338 b,TOI-2338,11.2089807,1.0,1900.61387386,5.98,22.65398,0.158,799.0,1.33,5581.0,-0.01323,0.22,G0 V,0.42514114734903174,1.0,1.521552445903125,False,False,False,True,False,False,False,7.087887661290321,1704.56331886,0.37873570875766516,0.27094242473474384,-0.0339943342776204,0.0,0.004375170905113481,0.013640000000000001,1.1428571428571428,0
TOI-2345 b,TOI-2345,1.504,0.13417812,3.49,0.01098077,1.0528573,0.01705,1478.0,5.64,4687.0,-0.63639,-0.1,K,0.5150729833256616,0.9,0.01779199651350758,False,False,False,False,True,False,False,-0.7387096774193547,-192.560555,-0.32856591809381175,-0.4336578477073622,1.8895184135977336,4.31,-0.9734755263877495,-0.6095200000000001,-0.380952380952381,0
TOI-2345 c,TOI-2345,2.451,0.21866395,7.27,0.02287398,21.064302,0.1257,544.0,2.71,4687.0,-0.63639,-0.1,K,0.7031359196925909,0.9,1.2941195203840856,False,False,False,False,True,False,False,0.02500000000000011,-188.780555,0.326683699647509,0.10947673619355888,-0.7563739376770539,1.38,-0.9734755263877495,-0.6095200000000001,-0.380952380952381,0
TOI-2346 b,TOI-2346,16.11851425,1.438,394.10722468,1.24,3.3312029,0.0473,1689.0,0.52,6480.0,0.48144,-0.03,G0 V,0.280361374013354,1.0,0.1463194359581989,False,False,False,True,False,False,False,11.047188911290322,198.05666968,-0.2539643535459698,-0.2824399815039304,2.4872521246458925,-0.81,0.9876948318293683,0.5083099999999999,-0.047619047619047616,0
TOI-2364 b,TOI-2364,8.60849718,0.768,71.51139158,0.225,4.0197517,0.04871,1091.0,0.61,5306.0,-0.25181,0.344,G0 V,0.40077062965153615,1.0,0.17881717804766303,False,False,False,True,False,False,False,4.990723532258064,-124.53916342000001,-0.23141868806504404,-0.27539147931064645,0.7932011331444759,-0.7200000000000001,-0.29641782882143836,-0.22493999999999997,1.7333333333333334,0
TOI-2368 b,TOI-2368,10.83908434,0.967,206.58846455,0.65,5.1750073,0.05649,1000.0,0.88,5360.0,-0.27491,0.1,G0 V,0.39166875550821334,1.0,0.2564515591157844,False,False,False,True,False,False,False,6.789584145161289,10.537909549999995,-0.19359129470880523,-0.23649974380444155,0.5354107648725213,-0.45000000000000007,-0.23735302160240634,-0.24803999999999998,0.5714285714285715,0
TOI-237 b,TOI-237,1.44,0.1284682,196.050555,,5.436098,0.0341,388.0,1.33,3212.0,-2.38722,-0.02,M4.5 V,0.8673452303007843,0.5,0.17005575665794825,False,False,False,False,False,True,False,-0.7903225806451611,0.0,-0.18504220772705351,-0.34842595948360977,-1.198300283286119,0.0,-2.586819797648346,-2.36035,0.0,0
TOI-2373 b,TOI-2373,10.42435205,0.93,2955.8041851,9.3,13.33668,0.112,860.0,14.4,5651.0,0.05115,0.3,G0 V,0.42079315601301936,1.0,0.913770823570423,False,False,False,True,False,False,False,6.455122620967741,2759.7536301,0.07365242492153073,0.0409912893510129,0.1388101983002833,13.07,0.0809406617445994,0.07802,1.523809523809524,0
TOI-2374 b,TOI-2374,6.81,0.60754855,56.64,0.17820937,4.31361,0.0471,885.0,0.98,4802.0,-0.02687,0.15,G0 V,0.46359591047314536,1.0,0.1849605972946023,False,False,False,True,False,False,False,3.5403225806451606,-139.410555,-0.22179666718490665,-0.2834397690490771,0.2096317280453258,-0.3500000000000001,-0.8476893628657369,0.0,0.8095238095238095,0
TOI-2379 b,TOI-2379,11.72459381,1.046,1830.69162432,5.76,5.4693827,0.05263,624.0,6.21,3707.0,-0.02687,0.501,G0 V,0.46152881350340386,1.0,0.2529769655559417,False,False,False,True,False,False,False,7.50370468548387,1634.64106932,-0.18395234203876396,-0.255795643425772,-0.5297450424929179,4.88,-2.045392398140552,0.0,2.480952380952381,0
TOI-238 b,TOI-238,1.402,0.12507828,3.4,0.0106976,1.2730991,0.02118,1311.0,6.8,5059.0,-0.47083,-0.114,K2V,0.5496640625796744,0.9,0.026607109442399177,False,False,False,False,True,False,False,-0.8209677419354837,-192.650555,-0.3213543770269811,-0.4130122349000837,1.4164305949008498,5.47,-0.5665846322121958,-0.44396,-0.44761904761904764,0
TOI-238 c,TOI-238,2.18,0.19448691,6.7,0.02108056,8.465651,0.0749,696.0,1.83,5059.0,-0.47083,-0.114,K2V,0.6579236083843938,0.9,0.49107827800055887,False,False,False,False,True,False,False,-0.19354838709677397,-189.350555,-0.08584330055484567,-0.14446930027369187,-0.32577903682719545,0.5,-0.5665846322121958,-0.44396,-0.44761904761904764,0
TOI-2382 b,TOI-2382,12.25141591,1.093,235.19302118,0.74,4.6612061,0.059,1426.0,0.68,6033.0,0.37967,0.249,G0 V,0.32552102081035217,1.0,0.24295493143482852,False,False,False,True,False,False,False,7.928561217741935,39.142466179999985,-0.21041506955076011,-0.22395241011285102,1.7422096317280453,-0.65,0.49876948318293685,0.40654,1.280952380952381,0
TOI-2384 b,TOI-2384,11.48920522,1.025,624.85064816,1.966,2.13570304,0.02793,889.7,2.26,3943.0,-0.02687,0.332,G0 V,0.4046724210795266,1.0,0.057938840362510555,False,False,False,True,False,False,False,7.313875177419354,428.80009315999996,-0.29310949463989605,-0.3792694052513841,0.22294617563739388,0.9299999999999997,-1.787257314738857,0.0,1.6761904761904765,0
TOI-2406 b,TOI-2406,2.86,0.25515255,15.6,0.04908309,3.0766891,0.02267,449.0,1.33,3100.0,-2.46218,-0.26,G0 V,0.7266864956263019,1.0,0.06742361328231081,False,False,False,True,False,False,False,0.35483870967741926,-180.450555,-0.262298088199315,-0.40556381768874117,-1.0254957507082152,0.0,-2.709324582991523,-2.43531,-1.142857142857143,0
TOI-2407 b,TOI-2407,3.79423915,0.33849993,196.050555,,2.70291867531,0.1038,657.1,1.33,3596.0,-0.02687,-0.02,G0 V,0.5980449965769007,1.0,0.2472997925687937,False,False,False,True,False,False,False,1.108257379032258,0.0,-0.27453673121448585,0.0,-0.43597733711048153,0.0,-2.1668033907574515,0.0,0.0,0
TOI-2411 b,TOI-2411,1.74727133,0.15588138,196.050555,,0.78276495408,0.1038,1288.74,1.33,4099.0,-0.02687,-0.02,G0 V,0.5330046389575682,1.0,0.07811870618468221,False,False,False,True,False,False,False,-0.5425231209677418,0.0,-0.3374097526630839,0.0,1.353371104815864,0.0,-1.6166256494394313,0.0,0.0,0
TOI-2416 b,TOI-2416,9.86390302,0.88,953.485221,3.0,8.275479,0.0831,1080.0,5.4,5808.0,0.197,0.32,G0 V,0.3886489864631576,1.0,0.5233620957310351,False,False,False,True,False,False,False,6.003147596774193,757.434666,-0.09207024379523558,-0.10347801092267897,0.7620396600566572,4.07,0.2526661197703035,0.22387,1.6190476190476193,0
TOI-2420 b,TOI-2420,11.8252,1.0549755,196.050555,,5.84259,0.1038,1166.0,1.33,5707.0,-0.02687,-0.02,G0 V,0.3587974420479928,1.0,0.4740335245490388,False,False,False,True,False,False,False,7.584838709677419,0.0,-0.17173213783415342,0.0,1.0056657223796035,0.0,0.14219305441618812,0.0,0.0,0
TOI-2421 b,TOI-2421,10.36830715,0.925,105.83685953,0.333,4.3474032,0.0543,1534.0,0.52,5607.0,0.436,0.19,G0 V,0.32911895495948756,1.0,0.21193213258195723,False,False,False,True,False,False,False,6.409925120967741,-90.21369547,-0.2206901513029096,-0.24744741742379744,2.048158640226629,-0.81,0.03281378178835111,0.46287,1.0,0
TOI-2427 b,TOI-2427,1.8,0.16058552,196.050555,,1.3060011,0.0202,1117.0,1.33,4072.0,-0.02687,-0.02,G0 V,0.5638618410269374,1.0,0.026039239354587813,False,False,False,True,False,False,False,-0.49999999999999983,0.0,-0.32027704236943266,-0.4179111938713024,0.8668555240793201,0.0,-1.6461580530489472,0.0,0.0,0
TOI-244 b,TOI-244,1.52,0.13560555,2.68,0.00843222,7.397225,0.0559,458.0,4.2,3433.0,-1.64264,-0.39,M2.5 V,0.815276925055332,0.5,0.3460723487999584,False,False,False,False,False,True,False,-0.725806451612903,-193.370555,-0.12082756773695912,-0.2394491170626242,-1.0,2.87,-2.345091605140826,-1.6157700000000002,-1.7619047619047619,0
TOI-2443 b,TOI-2443,2.363,0.2108131,4.8,0.01510249,15.66858,0.105,519.0,2.0,4375.0,-0.86487,-0.29,K5 V,0.7199877032562791,0.9,0.9727470170572358,False,False,False,False,True,False,False,-0.045967741935483815,-191.250555,0.1500075610207743,0.005998725270879902,-0.8271954674220963,0.6699999999999999,-1.314738856986601,-0.8380000000000001,-1.2857142857142856,0
TOI-2445 b,TOI-2445,1.40621466,0.12545429,196.050555,,0.37113344317,0.1038,964.46,1.33,3333.0,-0.02687,-0.02,G0 V,0.6260883386554355,1.0,0.03780013865441967,False,False,False,True,False,False,False,-0.8175688225806449,0.0,-0.3508881093843284,0.0,0.4347308781869689,0.0,-2.454470877768663,0.0,0.0,0
TOI-2447 b,TOI-2447,9.60609646,0.857,124.90656395,0.393,69.33684,0.347,414.0,1.33,5730.0,-0.02687,0.18,G0 V,0.5591726023237457,1.0,3.2212682998162507,False,False,False,True,False,False,False,5.79523908064516,-71.14399105,1.907307315088096,1.215741654898334,-1.1246458923512748,0.0,0.16735028712059064,0.0,0.9523809523809523,0
TOI-2449 b,TOI-2449,11.24,1.002,222.0,0.7,106.14468,0.45,400.0,1.33,6021.0,-0.02687,-0.03,G,0.5426153294402108,1.0,3.8870150161117625,False,False,False,True,False,False,False,7.11290322580645,25.949444999999997,3.1125337968065145,1.7306322406488621,-1.1643059490084986,0.0,0.4856439704675964,0.0,-0.047619047619047616,0
TOI-2458 b,TOI-2458,2.83,0.25247612,13.31,0.04187794,3.73659,0.0482,1509.4,3.23,6005.0,-0.02687,-0.1,F9-F9.5,0.45203596780636085,0.7,0.1656022634344083,False,False,True,False,False,False,False,0.3306451612903226,-182.740555,-0.24069046221556212,-0.2779409375507705,1.9784702549575073,1.9,0.46814328684714246,0.0,-0.380952380952381,0
TOI-2458 c,TOI-2458,2.42,,196.050555,,16.553,0.129,811.0,1.33,6005.0,-0.02687,-0.1,F9-F9.5,0.6074189989431872,0.7,1.142736664320361,False,False,True,False,False,False,False,0.0,0.0,0.17896678288658888,0.12597323068847868,0.0,0.0,0.46814328684714246,0.0,-0.380952380952381,0
TOI-2459 b,TOI-2459,2.93653367,0.26198044,196.050555,,19.10470191584,0.1038,435.73,1.33,4195.0,-0.02687,-0.02,G0 V,0.7296903923143715,1.0,1.09295232084867,False,False,False,True,False,False,False,0.41655941129032276,0.0,0.2625190565984391,0.0,-1.0630878186968837,0.0,-1.5116215477167076,0.0,0.0,0
TOI-2485 b,TOI-2485,12.196,1.08805612,196.050555,,11.2347982,0.1038,1121.0,1.33,6016.4,-0.02687,-0.02,G0 V,0.3619312965721095,1.0,0.7729615790159926,False,False,False,True,False,False,False,7.883870967741934,0.0,0.004828945825719198,0.0,0.8781869688385269,0.0,0.4806125239267155,0.0,0.0,0
TOI-2497 b,TOI-2497,11.14172682,0.994,1531.93292174,4.82,10.655669,0.1166,1595.0,6.1,7360.0,1.16732,0.094,G0 V,0.31736185492212093,1.0,0.8075694665070104,False,False,False,True,False,False,False,7.033650661290322,1335.88236674,-0.014133912309297772,0.06398640288938597,2.2209631728045327,4.77,1.9502324309543342,1.1941899999999999,0.5428571428571429,0
TOI-2498 b,TOI-2498,6.06,0.54063792,34.62,0.1089267,3.738252,0.0491,1443.0,0.86,5905.0,-0.02687,0.167,G0 V,0.38745503262299086,1.0,0.16851685315703493,False,False,False,True,False,False,False,2.935483870967741,-161.430555,-0.24063604211341497,-0.2734418935976105,1.7903682719546743,-0.4700000000000001,0.3587640142193054,0.0,0.8904761904761905,0
TOI-251 b,TOI-251,2.74,0.24444643,317.83,1.0,4.93777,0.05741,811.0,1.33,5875.0,-0.0804,-0.106,G0 V,0.592130464040806,1.0,0.24957309413825013,False,False,False,True,False,False,False,0.2580645161290324,121.77944499999998,-0.2013593320728933,-0.23190072109676693,0.0,0.0,0.32595023243095433,-0.053529999999999994,-0.4095238095238095,0
TOI-2524 b,TOI-2524,11.2089807,1.0,203.41018048,0.64,7.18585,0.073,1100.0,0.79,5831.0,0.11628,0.06,G0 V,0.37302469330261445,1.0,0.42171046811233115,False,False,False,True,False,False,False,7.087887661290321,7.359625480000005,-0.12774877657652237,-0.1539672819525851,0.8186968838526912,-0.54,0.277823352474706,0.14315,0.380952380952381,0
TOI-2525 b,TOI-2525,9.72671289,0.8677607,196.050555,,23.34185356866,0.1038,512.97,1.33,4944.0,-0.02687,-0.02,G0 V,0.5193999296929689,1.0,1.2304835875570705,False,False,False,True,False,False,False,5.892510395161289,0.0,0.4012592646366079,0.0,-0.8442776203966005,0.0,-0.6923707957342083,0.0,0.0,0
TOI-2525 c,TOI-2525,10.13291855,0.904,208.8132634,0.657,49.2519,0.249,811.0,1.11,5096.0,-0.44009,0.14,K8 V,0.43391257652796456,0.9,2.585032722119543,False,False,False,False,True,False,False,6.220095604838709,12.762708400000008,1.2496511860752137,0.7258457577764724,0.0,-0.21999999999999997,-0.5261143013398961,-0.41322,0.761904761904762,0
TOI-2529 b,TOI-2529,11.54525012,1.03,743.71847238,2.34,64.5949,0.327,636.0,1.33,5802.0,0.46389,0.1,G0 V,0.46017017287955475,1.0,3.0965966502102855,False,False,False,True,False,False,False,7.359072677419354,547.66791738,1.7520384467513548,1.1157629003836684,-0.49575070821529743,0.0,0.2461033634126333,0.49076000000000003,0.5714285714285715,0
TOI-2537 b,TOI-2537,11.25381662,1.004,415.40172795,1.307,94.1022,0.3715,338.0,1.6,4870.0,-0.52143,0.08,G0 V,0.5705516514304906,1.0,3.582378491171027,False,False,False,True,False,False,False,7.124045661290322,219.35117295,2.718217917320937,1.3382156291787994,-1.339943342776204,0.27,-0.7733114574788078,-0.49455999999999994,0.4761904761904762,0
TOI-2537 c,TOI-2537,2.42,,196.050555,,1920.0,2.78,123.1,1.33,4870.0,-0.52143,0.08,G0 V,0.6523389563243915,1.0,8.582718725296434,False,False,False,True,False,False,False,0.0,0.0,62.50494763227842,13.378157141607407,-1.948725212464589,0.0,-0.7733114574788078,-0.49455999999999994,0.4761904761904762,0
TOI-2545 b,TOI-2545,2.55760211,0.22817437,196.050555,,7.99403671774,0.1038,1022.99,1.33,5846.29,-0.02687,-0.02,G0 V,0.546542649791939,1.0,0.6041962937372753,False,False,False,True,False,False,False,0.11096944354838707,0.0,-0.10128571777184009,0.0,0.6005382436260623,0.0,0.2945474432595023,0.0,0.0,0
TOI-2567 b,TOI-2567,10.92875618,0.975,63.88350981,0.201,5.983944,0.0672,1352.0,0.269,5611.0,0.40483,0.241,G0 V,0.34343811955944614,1.0,0.3379861164124375,False,False,False,True,False,False,False,6.8619001451612895,-132.16704519,-0.1671036786771688,-0.18296112076183813,1.5325779036827196,-1.061,0.03718895269346459,0.43170000000000003,1.2428571428571429,0
TOI-257 b,TOI-257,7.16253867,0.639,43.86032017,0.138,18.38818,0.1528,1027.0,0.65,6095.0,0.63649,0.175,G0 V,0.43064965425709667,1.0,1.337554095505505,False,False,False,True,False,False,False,3.824627959677419,-152.19023483,0.23905744657997605,0.24494794856093072,0.6118980169971672,-0.68,0.5665846322121958,0.66336,0.9285714285714285,0
TOI-2570 b,TOI-2570,13.64132951,1.217,260.61929374,0.82,2.9887615,0.04145,1431.0,0.563,5771.0,0.07882,0.191,G0 V,0.31590502683502264,1.0,0.11679068937697627,False,False,False,True,False,False,False,9.049459282258063,64.56873873999999,-0.26517716700410077,-0.3116837671994701,1.7563739376770537,-0.7670000000000001,0.21219578889800383,0.10569,1.0047619047619047,0
TOI-2580 b,TOI-2580,17.37392009,1.55,200.23189641,0.63,3.39775,0.048,2410.0,0.22,6120.0,0.61595,0.26,F,0.23265619281041025,0.7,0.15108197616879468,False,False,True,False,False,False,False,12.059612975806449,4.1813414099999875,-0.2517853523548767,-0.2789407250959171,4.529745042492918,-1.11,0.593929450369155,0.64282,1.3333333333333335,0
TOI-2583 A b,TOI-2583 A,14.4595851,1.29,79.45710175,0.25,4.5207265,0.0571,1456.0,0.144,5936.0,0.38828,0.158,G0 V,0.308653230974406,1.0,0.2296292600816858,False,False,False,True,False,False,False,9.709342822580643,-116.59345325,-0.21501489757819153,-0.23345039179174426,1.8271954674220963,-1.1860000000000002,0.39267158873393493,0.41515,0.8476190476190476,0
TOI-2587 A b,TOI-2587 A,12.07207221,1.077,69.28659273,0.218,5.45664,0.0635,1445.0,0.216,5760.0,0.47129,0.13,G0 V,0.3248659404182233,1.0,0.29750613790806674,False,False,False,True,False,False,False,7.783929201612902,-126.76396227000001,-0.18436958574251275,-0.20145719034705126,1.7960339943342776,-1.114,0.20016406890894176,0.49816,0.7142857142857143,0
TOI-2589 b,TOI-2589,12.10569916,1.08,1112.3994245,3.5,61.6277,0.3,592.0,1.33,5579.0,-0.00436,0.12,G0 V,0.4664930655869581,1.0,2.9698147986259267,False,False,False,True,False,False,False,7.8110477096774185,916.3488694999999,1.6548812102344908,0.9807915817888697,-0.6203966005665722,0.0,0.0021875854525567405,0.022510000000000002,0.6666666666666666,0
TOI-260 b,TOI-260,1.47291596,0.13140499,3.3,0.01038296,13.475815,0.091,438.59,5.6,4050.0,-1.13668,-0.211,G0 V,0.831313958469653,1.0,0.8003406396002285,False,False,False,True,False,False,False,-0.7637774516129031,-192.750555,0.0782082257110879,-0.06398640288938603,-1.0549858356940511,4.27,-1.6702214930270713,-1.10981,-0.9095238095238096,0
TOI-261.01,TOI-261,3.0449863,0.27136114,196.050555,,3.3639254,0.034792189,1722.49,1.33,5890.3,-0.02687,-0.02,G0 V,0.4191617944801706,1.0,0.11068083310508027,False,False,False,True,False,False,False,0.5040212096774195,0.0,-0.25289289639042817,-0.3449657497781721,2.5821246458923515,0.0,0.3426852611430136,0.0,0.0,0
TOI-261.02,TOI-261,3.34822227,0.2987089,196.050555,,13.03935862135,0.1038,1007.53,1.33,5890.3,-0.02687,-0.02,G0 V,0.5194471094862493,1.0,0.8558973888915641,False,False,False,True,False,False,False,0.7485663467741934,0.0,0.0639170098814195,0.0,0.5567422096317279,0.0,0.3426852611430136,0.0,0.0,0
TOI-262 b,TOI-262,2.06714559,0.18441869,196.050555,,11.14527843821,0.1038,700.52,1.33,5302.58,-0.02687,-0.02,G0 V,0.6631061479763533,1.0,0.7686626875473271,False,False,False,True,False,False,False,-0.28456000806451603,0.0,0.0018977336832399383,0.0,-0.31297450424929185,0.0,-0.30015859994531047,0.0,0.0,0
TOI-2641 b,TOI-2641,18.10250383,1.615,122.6817651,0.386,4.880974,0.0607,1387.0,0.092,6100.0,0.34044,-0.15,F9 V,0.2969346771570954,0.7,0.2594948607402448,False,False,True,False,False,False,False,12.647180508064514,-73.3687899,-0.2032190457441025,-0.21545421597910447,1.631728045325779,-1.238,0.5720535958435876,0.36731,-0.6190476190476191,0
TOI-2669 b,TOI-2669,19.72780603,1.76,193.87532827,0.61,6.2034,0.1038,811.0,1.33,4800.0,-0.02687,0.1,G0 V,0.3634696152188084,1.0,0.49707932686128486,False,False,False,True,False,False,False,13.957908088709676,-2.1752267299999914,-0.1599178676441933,0.0,0.0,0.0,-0.8498769483182936,0.0,0.5714285714285715,0
TOI-269 b,TOI-269,2.77,0.24712327,8.8,0.0276879,3.6977104,0.0345,531.0,2.28,3514.0,-0.02687,-0.29,M2 V,0.6914414410953368,0.5,0.12006576939164802,False,False,False,False,False,True,False,0.28225806451612906,-187.250555,-0.24196352587587522,-0.3464263843933164,-0.7932011331444759,0.9499999999999997,-2.256494394312278,0.0,-1.2857142857142856,0
TOI-270 b,TOI-270,1.28,0.11419415,1.48,0.0046566,3.35992,0.1038,600.0,3.89,3506.0,-0.02687,-0.02,G0 V,0.7642003096195161,1.0,0.2991854264429588,False,False,False,True,False,False,False,-0.9193548387096772,-194.570555,-0.25302404818172797,0.0,-0.5977337110481586,2.56,-2.2652447361225048,0.0,0.0,0
TOI-270 c,TOI-270,2.33,0.20786903,6.2,0.01950738,5.66051,0.1038,489.0,2.7,3506.0,-0.02687,-0.02,G0 V,0.7367967911607712,1.0,0.46219883718971294,False,False,False,True,False,False,False,-0.07258064516129019,-189.850555,-0.17769411869994967,0.0,-0.9121813031161473,1.37,-2.2652447361225048,0.0,0.0,0
TOI-270 d,TOI-270,2.0,0.17842836,4.2,0.01321468,11.38194,0.1038,383.0,2.9,3506.0,-0.02687,-0.02,G0 V,0.8210005943314204,1.0,0.7799876717827674,False,False,False,True,False,False,False,-0.3387096774193547,-191.850555,0.009646919222900755,0.0,-1.2124645892351276,1.5699999999999998,-2.2652447361225048,0.0,0.0,0
TOI-2714 b,TOI-2714,13.72,1.22401852,228.0,0.71736822,2.499387,0.036,1603.0,0.49,5665.0,0.16017,0.3,G0 V,0.29973391314396597,1.0,0.08615745016454227,False,False,False,True,False,False,False,9.11290322580645,31.949444999999997,-0.2812011202400882,-0.33892797780471645,2.2436260623229463,-0.8400000000000001,0.09625375991249659,0.18704,1.523809523809524,0
TOI-2719 b,TOI-2719,5.98,0.53350078,196.050555,,3.37594,0.1038,1710.0,1.33,5762.0,-0.02687,0.27,G0 V,0.35999974908248167,1.0,0.3004175597672541,False,False,False,True,False,False,False,2.870967741935484,0.0,-0.25249949340651895,0.0,2.546742209631728,0.0,0.2023516543614985,0.0,1.3809523809523812,0
TOI-2768 b,TOI-2768,2.63,0.23463329,196.050555,,1.50801,0.027,855.0,1.33,4008.0,-0.99801,-0.02,M,0.5847785795129667,0.5,0.03990919724755262,False,False,False,False,False,True,False,0.16935483870967735,0.0,-0.3136625147084015,-0.38391841733631604,0.12464589235127478,0.0,-1.716160787530763,-0.97114,0.0,0
TOI-277 b,TOI-277,4.25566447,0.37966561,196.050555,,3.99344182705,0.1038,587.92,1.33,3748.0,-0.02687,-0.02,G0 V,0.606767380888868,1.0,0.3467897289504679,False,False,False,True,False,False,False,1.480374572580645,0.0,-0.23228017180356242,0.0,-0.6319546742209633,0.0,-2.000546896363139,0.0,0.0,0
TOI-2796 b,TOI-2796,17.26183028,1.54,139.84449908,0.44,4.8084983,0.0569,1205.0,0.15,5764.0,0.05538,0.239,G0 V,0.3198581743643182,1.0,0.24185032604598664,False,False,False,True,False,False,False,11.969217967741935,-56.20605592000001,-0.20559217149451542,-0.2344501793368909,1.1161473087818696,-1.1800000000000002,0.20453923981405522,0.08225,1.2333333333333334,0
TOI-2803 A b,TOI-2803 A,18.11371281,1.616,309.88269682,0.975,1.96229325,0.03185,1893.0,0.287,6280.0,0.33646,-0.105,G0 V,0.25778370141695384,1.0,0.06062371829837961,False,False,False,True,False,False,False,12.656220008064514,113.83214181999998,-0.29878758037101283,-0.35967356936650957,3.0651558073654392,-1.0430000000000001,0.7689362865736943,0.36333,-0.40476190476190477,0
TOI-2818 b,TOI-2818,15.27784069,1.363,225.65816897,0.71,4.039709,0.0493,1376.0,0.34,5721.0,0.16435,-0.02,G0 V,0.3118871371328837,1.0,0.1816193550580133,False,False,False,True,False,False,False,10.369226362903223,29.60761396999999,-0.23076521134748604,-0.2724421060524639,1.6005665722379603,-0.99,0.15750615258408532,0.19122,0.0,0
TOI-283 b,TOI-283,2.34,0.20876118,6.54,0.02057714,17.61745,0.123,661.0,2.81,5213.0,-0.33724,-0.09,K,0.6614764861508167,0.9,1.1527678270909427,False,False,False,False,True,False,False,-0.0645161290322581,-189.510555,0.21382086094346947,0.09597960433407898,-0.42492917847025496,1.48,-0.39814055236532675,-0.31037,-0.3333333333333333,0
TOI-2842 b,TOI-2842,12.84549188,1.146,117.59651059,0.37,3.5514058,0.0475,1471.0,0.304,5910.0,0.24551,0.233,G0 V,0.3170512445828314,1.0,0.1558849826258035,False,False,False,True,False,False,False,8.407654741935483,-78.45404441000001,-0.24675408621077186,-0.2814401939587838,1.8696883852691217,-1.026,0.3642329778506973,0.27238,1.204761904761905,0
TOI-286 b,TOI-286,1.42,0.12668413,4.53,0.01425297,4.5117244,0.0503,979.0,8.63,5152.0,-0.41364,-0.05,K3 V,0.6212218307304235,0.9,0.20452305068401952,False,False,False,False,True,False,False,-0.8064516129032256,-191.520555,-0.21530966003399107,-0.2674431683267306,0.47592067988668557,7.300000000000001,-0.46486190866830734,-0.38677,-0.14285714285714288,0
TOI-286 c,TOI-286,1.88,0.16772265,3.72,0.01170443,39.361826,0.213,475.0,3.09,5152.0,-0.41364,-0.05,K3 V,0.7754290920865802,0.9,2.239013457658376,False,False,False,False,True,False,False,-0.4354838709677419,-192.330555,0.9258131371444749,0.5458839996500743,-0.9518413597733711,1.7599999999999998,-0.46486190866830734,-0.38677,-0.14285714285714288,0
TOI-2876 b,TOI-2876,9.6397234,0.86,54.03082919,0.17,6.2996431,0.0654,929.0,0.33,5271.0,-0.27654,0.353,G0 V,0.4162114004217259,1.0,0.34500477273680585,False,False,False,True,False,False,False,5.82235758064516,-142.01972581,-0.15676650823808108,-0.19195920866815802,0.3342776203966006,-1.0,-0.33470057424118127,-0.24967,1.7761904761904763,0
TOI-2886 b,TOI-2886,18.6405349,1.663,444.9597698,1.4,1.60200105,0.02871,1978.0,0.377,6240.0,0.32222,0.284,G0 V,0.2506148690233708,1.0,0.04496710381194047,False,False,False,True,False,False,False,13.08107653225806,248.9092148,-0.3105848958504484,-0.3753702338253121,3.3059490084985836,-0.9530000000000001,0.7251845775225595,0.34909,1.4476190476190476,0
TOI-2969 b,TOI-2969,12.32987877,1.1,368.68095212,1.16,1.8237146,0.0261,1186.0,1.1,4738.0,-0.58503,0.08,K3 V,0.3522880865965791,0.9,0.046500832371804336,False,False,False,False,True,False,False,7.991837717741935,172.63039711999997,-0.303325164178723,-0.38841746128947596,1.0623229461756374,-0.22999999999999998,-0.9176920973475526,-0.5581600000000001,0.4761904761904762,0
