pl_name,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,st_met,spec_F,spec_G,spec_K,spec_M,spec_m,st_lum,temp_score,radius_score,dist_score,lum_score,habitability_score,habitable,stellar_temp_score,stellar_mass_score,stellar_compatibility_index,orbital_stability
TOI-2719 b,0.2356693996700795,0.0044787857012471,3.37594,0.06,0.4441573356302037,0.588298099508862,1.69,1.02,0.27,False,False,True,False,False,3.069396833992293e-16,0.0,0.6178346998350397,0.3733333333333334,0.5000000000000002,0.2838948977383615,0,-5776.411701900492,0.9894736842105264,0.4947368421052631,0.0005549490410958
TOI-2768 b,0.0898451497818699,0.0044787857012471,1.50801,0.027,0.1986792994544932,0.2137518684603886,0.657,0.63,0.06,False,False,False,True,False,8.084632215932551e-19,0.0,0.544922574890935,0.3513333333333334,0.5,0.1005760190984657,0,-5776.786248131541,0.8052631578947369,0.4026315789473684,0.0001115514246575
TOI-2796 b,0.7267632617438374,0.0198059551716495,4.8084983,0.0569,0.2991673844387022,0.5887251761691223,1.069,1.063,0.239,False,False,True,False,False,1.2316737728062142e-16,0.0,0.8633816308719187,0.3712666666666666,0.5,0.7541670474935036,1,-5776.411274823832,0.966842105263158,0.483421052631579,0.0007495987760821
TOI-2842 b,0.5345216992266746,0.0166249823789752,3.5514058,0.0475,0.375538329026701,0.6199017723681401,1.265,1.135,0.233,False,False,True,False,False,2.1201296183018587e-16,0.0,0.7672608496133373,0.365,0.5000000000000001,0.5564098889480502,1,-5776.3800982276325,0.9289473684210526,0.4644736842105263,0.0004621692479452
TOI-2876 b,0.3949757935815206,0.0075364886856201,6.2996431,0.0654,0.2199253517082973,0.483450779414905,0.873,0.939,0.353,False,False,True,False,False,3.735316414523444e-17,0.0,0.6974878967907603,0.3769333333333333,0.5,0.4446950348978356,1,-5776.516549220586,0.9678947368421053,0.4839473684210526,0.0011287579691506
TOI-2886 b,0.7867777593644072,0.0634307248997541,1.60200105,0.02871,0.5211024978466838,0.6903694213111253,1.241,1.229,0.284,False,False,True,False,False,3.138770775212869e-16,0.0,0.8933888796822035,0.3524733333333333,0.5000000000000002,0.775826265550291,1,-5776.309630578689,0.8794736842105263,0.4397368421052631,0.0001260094524534
TOI-2969 b,0.5120772529585322,0.0525245324677279,1.8237146,0.0261,0.2937123169681309,0.3696348494554772,0.7,0.71,0.08,False,False,True,False,False,8.206870307721974e-18,0.0,0.756038626479266,0.3507333333333333,0.5,0.5071791431524111,1,-5776.630365150545,0.8473684210526315,0.4236842105263158,0.0001304080850958
TOI-2977 b,0.5481835361612475,0.0761546160704513,2.3505614,0.03386,0.3964972724662646,0.5731368780696136,1.073,0.936,0.013,False,False,True,False,False,1.1146094190517575e-16,0.0,0.7740917680806236,0.3559066666666667,0.5,0.5520401273764257,1,-5776.426863121931,0.9663157894736842,0.4831578947368421,0.000218054819189
TOI-2986 b,0.3798501884972355,0.013625779460454,3.2783662,0.04489,0.4188917599770312,0.6190476190476191,1.458,1.122,0.095,False,False,True,False,False,2.800922731692216e-16,0.0,0.6899250942486177,0.36326,0.5000000000000002,0.403678308977629,1,-5776.380952380953,0.9357894736842104,0.4678947368421052,0.0004031941334739
TOI-2992 b,0.5740434418806812,0.1511346890406311,3.007812,0.0434,0.4487510766580533,0.6391202220798635,1.545,1.21,0.084,False,False,True,False,False,3.57336232105097e-16,0.0,0.7870217209403405,0.3622666666666666,0.5000000000000002,0.5892978805806903,1,-5776.360879777921,0.8894736842105263,0.4447368421052631,0.0003576412076712
TOI-3023 b,0.690656978541122,0.0279855994956691,3.9014971,0.0505,0.4114269308067757,0.5878710228486015,1.668,1.12,0.085,False,False,True,False,False,2.9813307329104355e-16,0.0,0.8453284892705609,0.367,0.5000000000000002,0.7110572527695811,1,-5776.412128977152,0.9368421052631578,0.4684210526315789,0.0005397961741095
TOI-3071 b,0.287034359332195,0.0095623683224072,1.266938,0.0249,0.5719207579672695,0.6769165065129192,1.31,1.29,0.35,False,False,True,False,False,3.232755498212353e-16,0.0,0.6435171796660974,0.3499333333333333,0.5000000000000002,0.2883034139673905,0,-5776.323083493488,0.8473684210526315,0.4236842105263158,8.642946904109512e-05
TOI-3082 b,0.1347720776354882,0.0044787857012471,1.926907,0.06,0.2497215044501865,0.2682041426436045,0.6847,0.664,0.17,False,False,True,False,False,2.176468731419946e-18,0.0,0.5673860388177441,0.3733333333333334,0.5,0.1864553770025092,0,-5776.731795857358,0.8231578947368421,0.411578947368421,0.0003167518356164
TOI-3135 b,0.5696521369962484,0.0466170115670471,3.7065585,0.04756,0.3241458512776342,0.615631005765535,0.985,1.044,0.071,False,False,True,False,False,1.2503864230732398e-16,0.0,0.7848260684981241,0.36504,0.5,0.590413647541272,1,-5776.384368994235,0.9768421052631578,0.4884210526315789,0.0004829696500274
TOI-3235 b,0.4715796648713841,0.0300305105759591,2.59261842,0.02709,0.1266149870801033,0.0815289344437326,0.3697,0.3939,0.264,False,False,False,True,False,5.4179602724474765e-21,0.0,0.735789832435692,0.3513933333333333,0.5,0.4693441904517876,1,-5776.918471065557,0.6809999999999999,0.3404999999999999,0.0001924220082131
TOI-3261 b,0.1416454057123085,0.0041435023023828,0.8831331,0.01714,0.4476026414010909,0.4401024983984625,0.849,0.861,0.138,False,False,True,False,False,2.426166302561366e-17,0.0,0.5708227028561543,0.34476,0.5,0.1379049306754365,0,-5776.559897501603,0.926842105263158,0.4634210526315789,4.147096255890374e-05
TOI-3288 b,0.4632849782543854,0.0956948775111648,1.4338635,0.0215,0.257249497559575,0.1977364937006192,0.67,0.64,0.27,False,False,True,False,False,6.157249766907125e-19,0.0,0.7316424891271927,0.3476666666666667,0.5,0.4541358629604697,1,-5776.802263506301,0.8105263157894737,0.4052631578947368,8.446045273972366e-05
TOI-329 b,0.1904237561594243,0.0055875800544209,5.70439,0.0638,0.3014699971289118,0.5566944266495837,1.5326,1.0678,0.205,False,False,True,False,False,2.0240208685250998e-16,0.0,0.5952118780797121,0.3758666666666667,0.5000000000000001,0.2450928743705569,0,-5776.443305573352,0.964315789473684,0.482157894736842,0.0009970961150684
TOI-332 b,0.1146570370762817,0.0079896103746428,0.777038,0.0159,0.4903818547229399,0.4791800128122998,0.87,0.88,0.256,False,False,True,False,False,3.5803306338182206e-17,0.0,0.5573285185381409,0.3439333333333333,0.5,0.1102447940466682,0,-5776.520819987189,0.936842105263158,0.4684210526315789,3.384905260274038e-05
TOI-333 b,0.1607984415185211,0.0026851267508194,3.7852503,0.049,0.3680734998564456,0.6905829596412556,1.1,1.2,0.01,False,False,True,False,False,2.4690998406251006e-16,0.0,0.5803992207592605,0.366,0.5000000000000001,0.1974257717577603,0,-5776.309417040359,0.8947368421052632,0.4473684210526316,0.000508156889589
TOI-3331 A b,0.5403767722608196,0.1029656724658489,2.0180231,0.03144,0.3804191788687912,0.5556267349989323,0.952,1.016,0.148,False,False,True,False,False,7.74990331627548e-17,0.0,0.7701883861304097,0.3542933333333333,0.5,0.5413848179504592,1,-5776.444373265002,0.991578947368421,0.4957894736842105,0.0001738264281205
TOI-3353.01,0.0914451029809046,0.0044787857012471,4.6657965,0.060118218,0.3162101636520241,0.7170617125774077,1.0207,1.332089,0.06,False,False,True,False,False,2.471224583244703e-16,0.0,0.5457225514904522,0.3734121453333333,0.5000000000000001,0.1447654614186402,0,-5776.282938287423,0.8252163157894736,0.4126081578947368,0.0007684914277551
TOI-3362 b,0.5325700083603916,0.2283414429652539,18.09547,0.153,0.2024117140396209,0.752722613709161,1.83,1.445,0.017,False,False,True,False,False,9.645658538716492e-16,0.0,0.7662850041801957,0.4353333333333333,0.5000000000000004,0.6903710336872626,1,-5776.247277386292,0.7657894736842105,0.3828947368421052,0.0075852244109588
TOI-3364 b,0.5076859480740993,0.0757001913857835,5.8768918,0.0675,0.3161068044788974,0.5763399530215674,1.419,1.186,0.387,False,False,True,False,False,1.993285685659968e-16,0.0,0.7538429740370496,0.3783333333333333,0.5000000000000001,0.5562465990713861,1,-5776.423660046979,0.9021052631578949,0.4510526315789473,0.0010868224561643
TOI-3464 b,0.574531364597252,0.0566143546297378,3.6515568,0.0515,0.4392764857881136,0.718129404228059,1.56,1.363,0.045,False,False,True,False,False,5.806974043696542e-16,0.0,0.7872656822986259,0.3676666666666667,0.5000000000000002,0.6001989605838736,1,-5776.2818705957725,0.8089473684210526,0.4044736842105263,0.0005152196580821
TOI-3474 b,0.6140531072512586,0.0275311748110014,3.8795105,0.0502,0.3697961527418891,0.6433909886824687,1.256,1.121,0.146,False,False,True,False,False,2.425319867171338e-16,0.0,0.8070265536256293,0.3668,0.5000000000000001,0.6366923423637614,1,-5776.356609011318,0.9363157894736842,0.4681578947368421,0.0005335655536986
TOI-3486 b,0.4354733816686688,0.0139893192073303,2.21778105,0.03138,0.2948607522250933,0.4106342088404868,0.788,0.837,0.283,False,False,True,False,False,1.584027768989826e-17,0.0,0.7177366908343343,0.3542533333333333,0.5,0.4399992602543197,1,-5776.58936579116,0.9142105263157896,0.4571052631578947,0.0001906684091753
TOI-3493 b,0.1155276296129278,0.0010937816636724,8.1594667,0.06,0.2695951765719207,0.605808242579543,1.228,1.023,0.03,False,True,False,False,False,1.8223311365234776e-16,0.0,0.5577638148064639,0.3733333333333334,0.5000000000000001,0.1678704457641817,0,-5776.394191757421,0.9878947368421052,0.4939473684210526,0.0013412821972602
TOI-3540 A b,1.0,0.0534333818370635,3.119999,0.04289,0.3832902670111971,0.5985479393551143,1.228,1.081,0.176,False,False,True,False,False,1.7365302118427595e-16,0.0,1.0,0.3619266666666666,0.5000000000000001,1.0,1,-5776.401452060646,0.9573684210526316,0.4786842105263158,0.0003666212523561
TOI-3593 b,0.4554782143539574,0.0806988629171289,3.8212867,0.0481,0.2891185759402813,0.5430279735212471,0.918,1.015,0.384,False,False,True,False,False,6.574519562323913e-17,0.0,0.7277391071769787,0.3654,0.5,0.4808478471320478,1,-5776.45697202648,0.9921052631578948,0.4960526315789474,0.0005035723021095
TOI-3629 b,0.336425064110663,0.0116263108476299,3.936551,0.043,0.1513063451047947,0.184283578902413,0.6,0.63,0.4,False,False,False,True,False,3.725108291116803e-19,0.0,0.6682125320553315,0.362,0.5,0.3593077468051078,1,-5776.815716421099,0.8052631578947369,0.4026315789473684,0.0004637580630137
TOI-3682 b,0.5325700083603916,0.0097177271725972,3.3462406,0.048,0.4289405684754521,0.5756993380311766,1.735,1.32,0.416,False,False,True,False,False,2.966687000039148e-16,0.0,0.7662850041801957,0.3653333333333334,0.5000000000000002,0.5551689031654776,1,-5776.42430066197,0.831578947368421,0.4157894736842105,0.0004400535583561
TOI-3688 A b,0.5447680771452523,0.0443448881437083,3.246075,0.0456,0.3936261843238586,0.6284433055733505,1.302,1.199,0.262,False,False,True,False,False,2.3723361989321604e-16,0.0,0.7723840385726262,0.3637333333333333,0.5000000000000001,0.5638586036675828,1,-5776.371556694427,0.8952631578947368,0.4476315789473684,0.0004055370410958
TOI-3693 b,0.5237873990268223,0.0461625868823794,9.088516,0.0813,0.1831754234855009,0.494127695921418,0.791,0.867,0.071,False,False,True,False,False,3.34656761700624e-17,0.0,0.7618936995134111,0.3875333333333334,0.5,0.5895656681778214,1,-5776.505872304079,0.93,0.4649999999999999,0.0020243735638356
TOI-3714 b,0.468164205855389,0.0316209969730112,2.154849,0.027,0.1685328739592305,0.1394405295750587,0.51,0.53,0.1,False,False,False,True,False,8.822390893284124e-20,0.0,0.7340821029276945,0.3513333333333334,0.5,0.4659298933708231,1,-5776.860559470426,0.7526315789473684,0.3763157894736842,0.000159399789041
TOI-3785 b,0.1991045131309464,0.0019487900752752,4.6747373,0.043,0.1202985931668102,0.1215033098441169,0.5,0.52,0.099,False,False,False,True,False,4.8885751195357686e-20,0.0,0.5995522565654732,0.362,0.5,0.2266932392559431,0,-5776.878496690157,0.7473684210526316,0.3736842105263158,0.0005507224764383
TOI-3807 b,0.7804347640489878,0.0470714362517149,2.8989727,0.0421,0.4257823715188055,0.5904334828101645,1.468,1.181,0.278,False,False,True,False,False,2.349772801515887e-16,0.0,0.8902173820244939,0.3614,0.5000000000000001,0.7869421385720616,1,-5776.409566517191,0.9047368421052632,0.4523684210526316,0.0003343746593698
TOI-3819 b,0.547207690728106,0.0502524090443892,3.2443141,0.04611,0.4220499569336777,0.6090113175314971,1.538,1.242,0.273,False,False,True,False,False,2.9194697150976336e-16,0.0,0.773603845364053,0.3640733333333333,0.5000000000000002,0.5668713065447726,1,-5776.3909886824695,0.8726315789473684,0.4363157894736842,0.0004098502004136
TOI-3856 b,0.5672125234133947,0.0243502020183271,2.04360352,0.0325,0.3964972724662646,0.5584027332906258,1.055,1.096,0.454,False,False,True,False,False,9.709232722897948e-17,0.0,0.7836062617066972,0.355,0.5,0.5686657922917777,1,-5776.44159726671,0.9494736842105262,0.4747368421052631,0.0001819646969862
TOI-3877 b,0.4837777336562447,0.0140802041451217,4.123596,0.0529,0.3680734998564456,0.5816784112748239,1.445,1.16,0.269,False,False,True,False,False,2.1446544402217584e-16,0.0,0.7418888668281223,0.3685999999999999,0.5000000000000001,0.5143581966874122,1,-5776.418321588726,0.9157894736842106,0.4578947368421053,0.0005976389819178
TOI-3884 b,0.2552577317446151,0.0044709219115082,4.5445828,0.0361,0.079816250358886,0.0369421311125346,0.302,0.298,0.04,False,False,True,False,False,1.5240229859677096e-22,0.0,0.6276288658723075,0.3574,0.5,0.2720373477661084,0,-5776.963057868888,0.6305263157894737,0.3152631578947368,0.0004494779152876
TOI-3894 b,0.6404009352519667,0.0370740931890242,4.33454,0.05354,0.3927648578811369,0.6391202220798635,1.502,1.138,0.021,False,False,True,False,False,3.377224658200175e-16,0.0,0.8202004676259833,0.3690266666666667,0.5000000000000002,0.6664379326131011,1,-5776.360879777921,0.9273684210526316,0.4636842105263158,0.0006358117030137
TOI-3912 b,0.5969758108653943,0.0182609112434932,3.4936264,0.0463,0.3873097904105655,0.5803971812940423,1.392,1.088,0.187,False,False,True,False,False,1.9727384028595278e-16,0.0,0.7984879054326971,0.3641999999999999,0.5000000000000001,0.6151784999806602,1,-5776.419602818707,0.9536842105263156,0.4768421052631578,0.0004431641159452
TOI-3919 b,0.5115893302419614,0.1761280466973576,7.433234,0.0795,0.2971576227390181,0.6604740550928891,1.319,1.208,0.175,False,False,True,False,False,2.9703148737017163e-16,0.0,0.7557946651209806,0.3863333333333333,0.5000000000000002,0.5754678824548445,1,-5776.339525944908,0.8905263157894737,0.4452631578947368,0.0016190194602739
TOI-3976 A b,0.5096376393756786,0.0077637010286689,6.607662,0.0743,0.325007177720356,0.633781763826607,1.501,1.254,0.182,False,False,True,False,False,3.2614459810824595e-16,0.0,0.7548188196878393,0.3828666666666667,0.5000000000000002,0.5668873524439468,1,-5776.366218236174,0.8663157894736842,0.4331578947368421,0.0013450665386301
TOI-3980 b,0.6047825747658222,0.0266223254416658,3.6089254,0.0494,0.4186046511627906,0.6049540892590222,1.626,1.24,0.188,False,False,True,False,False,3.1770247595750424e-16,0.0,0.8023912873829111,0.3662666666666666,0.5000000000000002,0.626709404156673,1,-5776.395045910742,0.8736842105263158,0.4368421052631579,0.0004884408623561
TOI-3984 A b,0.3192462831880981,0.0061023008373256,4.353326,0.041,0.1148435256962388,0.1001494768310912,0.47,0.49,0.18,False,False,False,True,False,1.9937940956982443e-20,0.0,0.659623141594049,0.3606666666666667,0.5,0.3401424125535182,1,-5776.89985052317,0.7315789473684211,0.3657894736842105,0.0004890037424657
TOI-4010 b,0.1068217042464675,0.0013840269940326,1.348335,0.0229,0.3669250645994832,0.4170403587443947,0.83,0.88,0.37,False,False,True,False,False,1.869641660650849e-17,0.0,0.5534108521232337,0.3486,0.5,0.1116914573295146,0,-5776.582959641257,0.936842105263158,0.4684210526315789,8.459416849315326e-05
TOI-4010 c,0.2334929183284644,0.0027151521298222,5.414654,0.058,0.2136089577950042,0.4170403587443947,0.83,0.88,0.37,False,False,True,False,False,1.869641660650849e-17,0.0,0.6167464591642322,0.372,0.5,0.2792177268158471,0,-5776.582959641257,0.936842105263158,0.4684210526315789,0.0008604107726027
TOI-4010 d,0.2443753250365397,0.0052658795651055,14.70886,0.113,0.1398219925351708,0.4170403587443947,0.83,0.88,0.37,False,False,True,False,False,1.869641660650849e-17,0.0,0.6221876625182698,0.4086666666666666,0.5,0.3605473516520407,1,-5776.582959641257,0.936842105263158,0.4684210526315789,0.0045537018630137
TOI-4087 b,0.5433043085602439,0.0329842710270144,3.1774835,0.04469,0.3718059144415733,0.6519325218876788,1.112,1.178,0.237,False,False,True,False,False,2.0040567269076535e-16,0.0,0.7716521542801219,0.3631266666666667,0.5000000000000001,0.5612732473605564,1,-5776.348067478113,0.9063157894736842,0.4531578947368421,0.0003890458564794
TOI-4137 b,0.5662366779802532,0.0652484236384251,3.8016122,0.05222,0.4039621016365201,0.6822549647661755,1.438,1.313,0.182,False,False,True,False,False,4.019707395971643e-16,0.0,0.7831183389901266,0.3681466666666667,0.5000000000000002,0.5931156373172466,1,-5776.317745035235,0.8352631578947369,0.4176315789473684,0.0005438909289972
TOI-4145 A b,0.5545265319119632,0.0193515304869818,4.0664428,0.04823,0.261556129773184,0.4855861627162077,0.859,0.905,0.168,False,False,True,False,False,3.6807929455582127e-17,0.0,0.7772632659559815,0.3654866666666666,0.5,0.5766691228063165,1,-5776.514413837284,0.95,0.475,0.0005373274965589
TOI-4153 b,0.6769951416065491,0.0520701077830602,4.6174141,0.06311,0.4323858742463392,0.8227631859918857,1.605,1.572,0.317,False,False,True,False,False,1.059105756089528e-15,0.0,0.8384975708032745,0.3754066666666666,0.5000000000000006,0.714100745822754,1,-5776.177236814009,0.6989473684210525,0.3494736842105262,0.0007983698735643
TOI-4155 b,0.1150923333446047,0.0044787857012471,3.320729,0.06,0.3135228251507321,0.580183642963912,0.95,1.16,0.11,False,False,True,False,False,9.174850219802132e-17,0.0,0.5575461666723024,0.3733333333333334,0.5,0.1674500673149994,0,-5776.419816357037,0.9157894736842106,0.4578947368421053,0.0005458732602739
TOI-4201 b,0.5706279824293898,0.1125085908438718,3.5819194,0.04,0.1613551536032156,0.1680546658125133,0.63,0.61,0.52,False,False,False,True,False,2.8403590792162745e-19,0.0,0.7853139912146949,0.36,0.5,0.5816214968695661,1,-5776.831945334188,0.7947368421052632,0.3973684210526316,0.0003925391123287
TOI-4214 b,0.4403526092696723,0.0234413526489916,3.4913885,0.05018,0.4246339362618432,0.718129404228059,1.434,1.382,0.294,False,False,True,False,False,4.906807164940682e-16,0.0,0.7201763046348362,0.3667866666666667,0.5000000000000002,0.4689188938641,1,-5776.2818705957725,0.7989473684210526,0.3994736842105263,0.0004799941778904
TOI-4308 b,0.0806560455575711,0.0044787857012471,9.151201,0.06,0.1722796439850703,0.4774717061712579,0.7934,0.9,0.06,False,False,True,False,False,2.935383224709742e-17,0.0,0.5403280227787856,0.3733333333333334,0.5,0.1341939282002267,0,-5776.52252829383,0.9473684210526316,0.4736842105263158,0.0015043070136986
TOI-431 b,0.0310801535582631,0.0002502114916897,0.490047,0.0113,0.4877978753947745,0.3935511424300661,0.731,0.78,0.2,False,False,True,False,False,1.1500833434041062e-17,0.0,0.5155400767791316,0.3408666666666666,0.5,0.0236089908475678,0,-5776.606448857571,0.8842105263157894,0.4421052631578947,1.517131808219201e-05
TOI-431 d,0.1185747034911888,0.0012267511992561,12.46103,0.098,0.1349411426930806,0.3935511424300661,0.731,0.78,0.2,False,False,True,False,False,1.1500833434041062e-17,0.0,0.5592873517455944,0.3986666666666666,0.5,0.2197433897639569,0,-5776.606448857571,0.8842105263157894,0.4421052631578947,0.0033457012054794
TOI-4329 b,0.7072463517751194,0.0202603798563173,2.9223,0.06,0.2024117140396209,0.6391202220798635,2.31,1.538,0.29,False,False,True,False,False,7.988110171179641e-16,0.0,0.8536231758875596,0.3733333333333334,0.5000000000000004,0.7393106736638679,1,-5776.360879777921,0.7168421052631578,0.3584210526315789,0.0004803780821917
TOI-4342 b,0.0740003656149123,0.0044787857012471,5.5382498,0.05251,0.135113407981625,0.190903267136451,0.599,0.6296,0.06,False,False,False,True,False,4.275598724122696e-19,0.0,0.5370001828074562,0.36834,0.5,0.1181219230683492,0,-5776.809096732864,0.8050526315789474,0.4025263157894737,0.0007967493068438
TOI-4342 c,0.0804862800129252,0.0044787857012471,10.688716,0.0814,0.0993109388458225,0.190903267136451,0.599,0.6296,0.06,False,False,False,True,False,4.275598724122696e-19,0.0,0.5402431400064626,0.3876,0.5,0.1615854624447239,0,-5776.809096732864,0.8050526315789474,0.4025263157894737,0.0023837300887671
TOI-4364 b,0.0628567811458431,0.0044787857012471,5.424019,0.04753,0.093310364628194,0.1112534699978645,0.4684,0.487,0.148,False,False,False,True,False,3.0156288177629406e-20,0.0,0.5314283905729216,0.36502,0.5,0.1009477908645473,0,-5776.888746530003,0.73,0.365,0.0007063112960821
TOI-4377 b,0.6330820940681096,0.0432997113691155,4.378081,0.0579,0.2024117140396209,0.4200298953662182,3.52,1.36,0.205,False,False,True,False,False,3.460158439700206e-16,0.0,0.8165410470340547,0.3719333333333333,0.5000000000000002,0.6649840192637573,1,-5776.579970104634,0.8105263157894737,0.4052631578947368,0.0006944955887671
TOI-4379 b,0.7018792014575451,0.0503887364496465,3.25352,0.06,0.2024117140396209,0.6433909886824687,1.976,1.372,0.16,False,False,True,False,False,6.002934795580193e-16,0.0,0.8509396007287725,0.3733333333333334,0.5000000000000002,0.7341274582512485,1,-5776.356609011318,0.8042105263157894,0.4021052631578947,0.0005348252054794
TOI-444 b,0.0959392975383921,0.0044787857012471,17.9636,0.133,0.1280505311513063,0.4736280162289132,0.779,0.96,0.08,False,False,True,False,False,2.7397712334653196e-17,0.0,0.5479696487691961,0.422,0.5,0.2429510872470972,0,-5776.526371983772,0.9789473684210526,0.4894736842105263,0.0065456405479452
TOI-4443.01,0.0502038721608042,0.0044787857012471,1.8498567,0.029962645,0.4237209302325581,0.6036728592782405,1.01733,1.049133,0.06,False,False,True,False,False,1.2331620639329135e-16,0.0,0.5251019360804021,0.35330843,0.5,0.0661080859817935,0,-5776.396327140723,0.9741405263157894,0.4870702631578947,0.0001518536975423
TOI-4463 A b,0.5525748410456803,0.035892589009174,2.8807198,0.04036,0.3537180591444157,0.5622464232329705,1.062,1.056,0.25,False,False,True,False,False,1.0112200889820012e-16,0.0,0.77628742052284,0.36024,0.5,0.564650595762151,1,-5776.437753576768,0.9705263157894736,0.4852631578947368,0.0003185365784328
TOI-4487 A b,0.6111255705165379,0.0566143546297378,3.9540709,0.05448,0.4237726098191213,0.6831091180866966,1.634,1.378,0.216,False,False,True,False,False,5.216200585737547e-16,0.0,0.805562785258269,0.3696533333333333,0.5000000000000002,0.6393762301337325,1,-5776.316890881914,0.8010526315789475,0.4005263157894737,0.000590185705841
TOI-4495.01,0.1333943649462458,0.0044787857012471,5.1830043,0.061732577,0.3501780074648291,0.6724322015801838,1.34,1.168817,0.06,False,False,True,False,False,3.29377142949721e-16,0.0,0.566697182473123,0.3744883846666667,0.5000000000000002,0.187355813512688,0,-5776.327567798421,0.911148947368421,0.4555744736842105,0.0008766033206604
TOI-4504 b,0.0925004570186403,0.0044787857012471,2.42614,0.03392,0.2024117140396209,0.4928464659406364,0.92,0.89,0.16,False,False,True,False,False,4.480351542667437e-17,0.0,0.5462502285093201,0.3559466666666666,0.5,0.1120507918595286,0,-5776.50715353406,0.9421052631578948,0.4710526315789474,0.0002254648460273
TOI-451 b,0.058503818462613,0.0044787857012471,1.858703,0.0283,0.381280505311513,0.5430279735212471,0.879,0.95,0.06,False,False,True,False,False,6.027766349544466e-17,0.0,0.5292519092313065,0.3521999999999999,0.5,0.0719827018971681,0,-5776.45697202648,0.9736842105263156,0.4868421052631578,0.0001441131367123
TOI-451 c,0.1103040743930516,0.0044787857012471,9.192522,0.0823,0.2044214757393051,0.5430279735212471,0.879,0.95,0.06,False,False,True,False,False,6.027766349544466e-17,0.0,0.5551520371965257,0.3882,0.5,0.19154026161815,0,-5776.45697202648,0.9736842105263156,0.4868421052631578,0.0020727248235616
TOI-451 d,0.1525278124203839,0.0044787857012471,16.364988,0.1208,0.1604938271604938,0.5430279735212471,0.879,0.95,0.06,False,False,True,False,False,6.027766349544466e-17,0.0,0.576263906210192,0.4138666666666667,0.5,0.2818910857134402,0,-5776.45697202648,0.9736842105263156,0.4868421052631578,0.0054161384942465
TOI-4515 b,0.5051177897620248,0.0908882520213491,15.266446,0.118,0.1556129773184036,0.5180439888960069,0.86,0.949,0.05,False,True,False,False,False,4.7791791155485546e-17,0.0,0.7525588948810124,0.412,0.5,0.6187922394034602,1,-5776.481956011105,0.973157894736842,0.486578947368421,0.0049354537753424
TOI-4527.01,0.014915935930722,0.0044787857012471,0.3994445,0.008332353,0.3445104794717198,0.1484091394405296,0.485948,0.483901,0.06,False,False,True,False,False,1.0278080984272034e-19,0.0,0.507457967965361,0.3388882353333333,0.5,0.0041774699605912,0,-5776.8515908605605,0.7283689473684211,0.3641844736842105,9.118664597009724e-06
TOI-4551 b,0.4915844975566728,0.0675205470617639,9.95581,0.0994,0.2024117140396209,0.4033739056160581,3.55,1.31,0.23,False,False,True,False,False,2.9934896205454594e-16,0.0,0.7457922487783364,0.3996,0.5000000000000002,0.5817726481457628,1,-5776.596626094385,0.8368421052631578,0.4184210526315789,0.0027112534630136
TOI-4602.01,0.0863823244377335,0.0044787857012471,3.9812091,0.05099712,0.3494889463106517,0.6416613282084134,1.15664,1.116795,0.06,False,False,True,False,False,2.0347437748180742e-16,0.0,0.5431911622188668,0.3673314133333333,0.5000000000000001,0.1281315022153495,0,-5776.358338671793,0.9385289473684212,0.4692644736842105,0.0005562471184049
TOI-4603 b,0.4837777336562447,0.5855646875830062,7.24599,0.0888,0.434682744760264,0.6954943412342516,2.738,1.765,0.342,True,False,False,False,False,1.5737333223244025e-15,0.0,0.7418888668281223,0.3925333333333333,0.5000000000000008,0.5605844489324805,1,-5776.304505658767,0.5973684210526315,0.2986842105263158,0.0017628600328767
TOI-4638.01,0.1030346267120573,0.0044787857012471,10.283918787,0.093013,0.2024117140396209,0.575058723040786,0.895,1.02,0.06,False,False,True,False,False,7.859315136560506e-17,0.0,0.5515173133560287,0.3953419999999999,0.5,0.1983144217480505,0,-5776.42494127696,0.9894736842105264,0.4947368421052631,0.0026206524332472
TOI-4666 b,0.5169564805595357,0.0316209969730112,2.9089168,0.0333,0.1579098478323284,0.1078368567157805,0.59,0.58,0.19,False,False,False,True,False,4.2234052417440364e-20,0.0,0.7584782402797678,0.3555333333333333,0.5,0.5211621604378789,1,-5776.892163143285,0.7789473684210526,0.3894736842105263,0.0002653888477808
TOI-469.01,0.123798258711065,0.0011123688030551,13.6308205,0.111,0.1587711742750502,0.4872944693572496,0.98,0.901,0.24,False,False,True,False,False,4.858564029697385e-17,0.0,0.5618991293555324,0.4073333333333333,0.5,0.2415272425520735,0,-5776.512705530644,0.9478947368421052,0.4739473684210526,0.0041452632205479
TOI-470 b,0.1642808116651053,0.0044787857012471,12.19148,0.119,0.1426930806775767,0.466154174674354,0.831,0.87,0.1,False,True,False,False,False,2.9255680823264566e-17,0.0,0.5821404058325527,0.4126666666666666,0.5,0.2909235530324046,0,-5776.533845825326,0.9315789473684212,0.4657894736842105,0.0039747564931506
TOI-4734 b,0.4505989867529539,0.0086271079291087,6.235633,0.074,0.3746770025839793,0.6540679051889815,1.857,1.391,0.288,False,False,True,False,False,5.662458258066406e-16,0.0,0.7252994933764769,0.3826666666666666,0.5000000000000002,0.5094856919443997,1,-5776.345932094812,0.7942105263157895,0.3971052631578947,0.0012642105260273
