pl_name,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,st_met,spec_F,spec_G,spec_K,spec_M,spec_m,st_lum,temp_score,radius_score,dist_score,lum_score,habitability_score,habitable,stellar_temp_score,stellar_mass_score,stellar_compatibility_index,orbital_stability
TOI-1803 c,0.1621043303234902,0.0009550930082787,12.885779,0.097,0.1220212460522537,0.3587443946188342,0.715,0.756,0.014,False,False,True,False,False,7.597005299257356e-18,0.0,0.5810521651617451,0.398,0.5,0.260493595343835,0,-5776.641255605382,0.871578947368421,0.4357894736842105,0.0034244398986301
TOI-1806.01,0.1237780914349536,0.0044787857012471,15.1454693,0.087735044,0.0500918748205569,0.0565876574845184,0.401575,0.392935,0.06,False,False,True,False,False,1.4835768593897917e-21,0.0,0.5618890457174768,0.3918233626666666,0.5,0.2115508938690418,0,-5776.943412342516,0.6804921052631578,0.3402460526315789,0.0036405162066743
TOI-1807 b,0.0405180657294988,0.0001601353546814,0.54937097,0.0122,0.4395923054837782,0.4072175955584027,0.746,0.8048,0.044,False,False,True,False,False,1.3730098281325305e-17,0.0,0.5202590328647494,0.3414666666666667,0.5,0.0338823364893872,0,-5776.592782404443,0.8972631578947368,0.4486315789473684,1.8362536531506663e-05
TOI-181 b,0.2781499624957224,0.0064123772156271,4.532,0.0539,0.2101923629055412,0.4243006619688234,0.745,0.822,0.272,False,False,True,False,False,1.6139765959014752e-17,0.0,0.6390749812478611,0.3692666666666667,0.5,0.3170650306303679,1,-5776.575699338032,0.9063157894736842,0.4531578947368421,0.0006692460273972
TOI-1811 b,0.460357441954961,0.0439813483954022,3.7130765,0.04389,0.2294573643410852,0.3756139226991246,0.769,0.817,0.306,False,False,True,False,False,1.056110246634842e-17,0.0,0.7301787209774805,0.3625933333333333,0.5,0.4801388995674811,1,-5776.624386077302,0.9036842105263158,0.4518421052631579,0.0004464847331095
TOI-1820 b,0.5315941629272501,0.1043289465198522,4.860674,0.061,0.3479758828596037,0.5823190262652147,1.51,1.04,0.14,False,False,True,False,False,2.3522726833198036e-16,0.0,0.765797081463625,0.374,0.5000000000000001,0.5709658118375511,1,-5776.417680973736,0.9789473684210526,0.4894736842105263,0.000812331819178
TOI-1824 b,0.0947999922623476,0.0020989169702891,22.808533,0.151,0.1049870801033591,0.4608157164210977,0.8123,0.8801,0.124,False,False,True,False,False,2.6695120568871013e-17,0.0,0.5473999961311738,0.434,0.5,0.2650283346177184,0,-5776.53918428358,0.9368947368421052,0.4684473684210526,0.0094358588575342
TOI-1842 b,0.5128879282697324,0.0125935018217348,9.5739181,0.1,0.297602641401091,0.6474482169549436,2.032,1.4643,0.332,False,False,True,False,False,6.509646629389056e-16,0.0,0.7564439641348661,0.4,0.5000000000000003,0.6031185833189507,1,-5776.352551783046,0.7556315789473684,0.3778157894736842,0.0026229912602739
TOI-1846 b,0.0533673224964014,0.0044787857012471,3.9306737,0.03646,0.1163077806488659,0.1197950032030749,0.397,0.418,0.169,False,False,True,False,False,2.912230040220883e-20,0.0,0.5266836612482007,0.35764,0.5,0.0775293731973727,0,-5776.880204996798,0.6936842105263157,0.3468421052631578,0.0003926366112383
TOI-1853 b,0.12597474005268,0.0102772582986637,1.2436258,0.0213,0.3778351995406258,0.4223788169976512,0.808,0.837,0.11,False,False,True,False,False,1.8643227079632264e-17,0.0,0.56298737002634,0.3475333333333333,0.5,0.1281278861522299,0,-5776.577621183003,0.9142105263157896,0.4571052631578947,7.257323161643973e-05
TOI-1855 b,0.7804347640489878,0.051297585818982,1.36414864,0.02398,0.4415733563020384,0.5022421524663678,1.041,0.987,0.399,False,False,True,False,False,6.186484760984855e-17,0.0,0.8902173820244939,0.3493199999999999,0.5,0.7636101137620162,1,-5776.497757847535,0.993157894736842,0.496578947368421,8.96226969512314e-05
TOI-1860 b,0.0323860423632322,0.0044787857012471,1.0662107,0.0204,0.4944013781223082,0.5861627162075593,0.94,0.99,0.04,False,True,False,False,False,9.358760236938381e-17,0.0,0.5161930211816161,0.3469333333333333,0.5,0.0365876441736685,0,-5776.413837283793,0.9947368421052633,0.4973684210526315,5.959095419178154e-05
TOI-1883 b,0.22130462281542,0.0044787857012471,4.50638,0.0468,0.1039104220499569,0.1003630151612214,0.494,0.492,0.06,False,False,False,True,False,2.221460259666903e-20,0.0,0.61065231140771,0.3645333333333332,0.5,0.2530255696497656,0,-5776.89963698484,0.7326315789473684,0.3663157894736842,0.000577804339726
TOI-1937 A b,0.583801896647392,0.0911506306644873,0.94667944,0.01932,0.5552684467413148,0.5994020926756354,1.08,1.072,0.196,False,False,True,False,False,1.3508601190380782e-16,0.0,0.791900948323696,0.3462133333333334,0.5,0.5677155529933593,1,-5776.400597907325,0.9621052631578948,0.4810526315789473,5.010916926246718e-05
TOI-2000 b,0.092892223660131,0.0013840269940326,3.09833,0.04271,0.3804191788687912,0.5560538116591929,1.134,1.082,0.439,False,False,True,False,False,1.1030196453984865e-16,0.0,0.5464461118300655,0.3618066666666667,0.5,0.1237474822474737,0,-5776.443946188342,0.9568421052631578,0.4784210526315789,0.0003625470528767
TOI-2000 c,0.3296933936278504,0.0114925712582998,9.127055,0.0878,0.2512202124605224,0.5560538116591929,1.134,1.082,0.439,False,False,True,False,False,1.1030196453984865e-16,0.0,0.6648466968139252,0.3918666666666667,0.5,0.4104930163664479,1,-5776.443946188342,0.9568421052631578,0.4784210526315789,0.0021954943260273
TOI-201 b,0.1178434057604062,0.0044787857012471,5.7998164,0.06,0.2024117140396209,0.4894298526585523,0.87,0.8889,0.06,False,False,True,False,False,3.896639039068773e-17,0.0,0.5589217028802032,0.3733333333333334,0.5,0.170106859113829,0,-5776.510570147342,0.9415263157894735,0.4707631578947368,0.0009533944767123
TOI-201 c,0.1178434057604062,0.0044787857012471,5.7998164,0.06,0.2024117140396209,0.4894298526585523,0.87,0.8889,0.06,False,False,True,False,False,3.896639039068773e-17,0.0,0.5589217028802032,0.3733333333333334,0.5,0.170106859113829,0,-5776.510570147342,0.9415263157894735,0.4707631578947368,0.0009533944767123
TOI-2019 b,0.2074949953977148,0.0047297120829131,15.3444,0.128,0.2166121159919609,0.5592568866111467,1.7457,1.1832,0.409,False,False,True,False,False,2.6746960501874393e-16,0.0,0.6037474976988574,0.4186666666666666,0.5000000000000001,0.3442455192871905,1,-5776.4407431133895,0.903578947368421,0.4517894736842105,0.0053810498630137
TOI-2025 b,0.4930482657063849,0.1634041555266605,8.8720982,0.0892,0.2879701406833189,0.6342088404868675,1.459,1.199,0.15,False,False,True,False,False,3.089794529323328e-16,0.0,0.7465241328531924,0.3927999999999999,0.5000000000000002,0.5700523309838679,1,-5776.365791159514,0.8952631578947368,0.4476315789473684,0.0021681949573698
TOI-2048 b,0.0889745572452239,0.0044787857012471,13.79019,0.06,0.2024117140396209,0.4650864830237029,0.79,0.83,0.02,False,True,False,False,False,2.6198649404281225e-17,0.0,0.544487278622612,0.3733333333333334,0.5,0.1422273603640911,0,-5776.534913516977,0.9105263157894736,0.4552631578947368,0.0022668805479452
TOI-206 b,0.0319507460949091,0.0044787857012471,0.7363104,0.0112,0.214470284237726,0.0802904121289771,0.35,0.35,0.06,False,False,True,False,False,4.5675224142768586e-21,0.0,0.5159753730474546,0.3408,0.5,0.0243209838121014,0,-5776.919709587872,0.6578947368421053,0.3289473684210526,2.2593634191780483e-05
TOI-2068 b,0.0546296816745382,0.0044787857012471,7.768915,0.0632,0.1026758541487223,0.1501174460815716,0.535,0.559,0.27,False,False,True,False,False,1.3041335959235874e-19,0.0,0.5273148408372691,0.3754666666666667,0.5,0.1131799466062144,0,-5776.849882553919,0.7678947368421053,0.3839473684210526,0.0013451929534246
TOI-2076 b,0.0793980393421176,0.0044787857012471,10.355235,0.06,0.1650875681883433,0.468503096305787,0.774,0.883,0.017,False,False,True,False,False,2.5895340928925202e-17,0.0,0.5396990196710588,0.3733333333333334,0.5,0.1329790344820911,0,-5776.531496903695,0.9384210526315788,0.4692105263157894,0.0017022304109589
TOI-2076 c,0.1361787753973493,0.00767505878509,21.015327,0.142,0.1091472868217054,0.4665812513346146,0.796,0.8557,0.02,False,False,True,False,False,2.6941707670669817e-17,0.0,0.5680893876986747,0.428,0.5,0.2934002922747871,0,-5776.533418748666,0.9240526315789472,0.4620263157894737,0.0081758258465753
TOI-2076 e,0.0343448755706857,0.0044787857012471,3.0223445,0.0385,0.2799310938845822,0.4665812513346146,0.796,0.8557,0.02,False,False,True,False,False,2.6941707670669817e-17,0.0,0.5171724377853428,0.359,0.5,0.061785619218265,0,-5776.533418748666,0.9240526315789472,0.4620263157894737,0.0003187952417808
TOI-2107 b,0.5662366779802532,0.037528517873692,2.4545467,0.03515,0.3542922767728969,0.559470424941277,0.932,0.961,0.07,False,False,True,False,False,7.635372137569919e-17,0.0,0.7831183389901266,0.3567666666666667,0.5,0.571135633812418,1,-5776.440529575059,0.9794736842105264,0.4897368421052631,0.0002363762096027
TOI-2109 b,0.6325941713515388,0.2279324607494819,0.67247414,0.01791,1.0,0.754430920350203,1.698,1.453,0.068,True,False,False,False,False,8.37998305387003e-16,0.0,0.8162970856757694,0.3452733333333333,0.5000000000000004,0.6130201207621018,1,-5776.2455690796505,0.761578947368421,0.3807894736842105,3.299729273260372e-05
TOI-2120 b,0.0677320993510608,0.0007835194139771,5.7998164,0.0377,0.0634510479471719,0.0264787529361519,0.245,0.211,0.39,False,False,True,False,False,2.647354669677842e-23,0.0,0.5338660496755304,0.3584666666666666,0.5,0.092998534799868,0,-5776.973521247065,0.5847368421052631,0.2923684210526315,0.0005990495295342
TOI-2134 b,0.092456927391808,0.0011166581429126,9.2292005,0.078,0.1444157335630203,0.3358957932948964,0.709,0.744,0.12,False,False,True,False,False,5.741172285411015e-18,0.0,0.546228463695904,0.3853333333333333,0.5,0.1687678960469947,0,-5776.664104206706,0.8652631578947368,0.4326315789473684,0.0019722675041095
TOI-2136 b,0.0706921139756573,0.000722038876019,7.851928,0.057,0.0666092449038185,0.0715353405936365,0.34,0.34,0.03,False,False,False,True,False,2.7160032236115167e-21,0.0,0.5353460569878287,0.3713333333333334,0.5,0.1207085474835469,0,-5776.928464659407,0.6526315789473685,0.3263157894736842,0.0012261914958904
TOI-2145 b,0.5159565358190912,0.2524533866553231,10.261127,0.111,0.34465403387884,0.681827888105915,2.7505,1.7169,0.285,False,False,True,False,False,1.4669394617339717e-15,0.0,0.7579782679095455,0.4073333333333333,0.5000000000000007,0.620246060886056,1,-5776.318172111895,0.6226842105263157,0.3113421052631578,0.0031205071150684
TOI-2152 A b,0.6003912703166856,0.1284134548072432,3.3773512,0.05064,0.4705713465403387,0.7736493700619264,1.612,1.516,0.282,True,False,False,False,False,8.352118162215293e-16,0.0,0.8001956351583428,0.3670933333333334,0.5000000000000004,0.62406526466979,1,-5776.226350629939,0.7284210526315789,0.3642105263157894,0.0004685727801863
TOI-2154 b,0.6843139827904063,0.0416183400357018,3.8240801,0.0513,0.4068331897789261,0.6989109545163357,1.396,1.233,0.011,False,False,True,False,False,4.172036282424693e-16,0.0,0.8421569913952032,0.3675333333333334,0.5000000000000002,0.7059617461017416,1,-5776.301089045484,0.8773684210526316,0.4386842105263158,0.0005374666003561
TOI-2158 b,0.4437680682856674,0.0370740931890242,8.60077,0.075,0.2942865345966121,0.5692931881272689,1.41,1.12,0.47,False,False,True,False,False,1.873579062523253e-16,0.0,0.7218840341428336,0.3833333333333333,0.5000000000000001,0.5041765117812895,1,-5776.430706811873,0.9368421052631578,0.4684210526315789,0.0017672815068493
TOI-216.02,0.3235992458713282,0.0024923746853791,17.16073,0.06,0.2024117140396209,0.4894298526585523,0.748,0.77,0.06,False,False,True,False,False,2.880413699187653e-17,0.0,0.6617996229356641,0.3733333333333334,0.5,0.3688113444730874,1,-5776.510570147342,0.8789473684210526,0.4394736842105263,0.0028209419178082
TOI-2169 A b,0.5198840168589601,0.0469351088464575,8.2148282,0.0896,0.3448176859029572,0.6967755712150332,1.82,1.42,0.123,False,False,True,False,False,7.004937906747272e-16,0.0,0.75994200842948,0.3930666666666667,0.5000000000000003,0.5964834633619076,1,-5776.303224428786,0.7789473684210526,0.3894736842105263,0.0020165715252602
TOI-2184 b,0.4715796648713841,0.0293488735496724,6.90683,0.06,0.2024117140396209,0.6318599188554346,2.9,1.53,0.14,False,False,True,False,False,1.2027325795674015e-15,0.0,0.735789832435692,0.3733333333333334,0.5000000000000007,0.5117204010753307,1,-5776.368140081146,0.7210526315789474,0.3605263157894737,0.0011353693150684
TOI-2193 A b,0.8389854935198454,0.0425271894050373,2.1225735,0.03319,0.4593741027849554,0.6318599188554346,1.248,1.082,0.027,False,False,True,False,False,2.2274206939435743e-16,0.0,0.9194927467599224,0.35546,0.5000000000000001,0.8320134389825307,1,-5776.368140081146,0.9568421052631578,0.4784210526315789,0.0001930088067534
TOI-2196 b,0.1281512213942951,0.0035286969228021,1.1947268,0.02234,0.4872236577662933,0.5609651932521889,1.043,1.032,0.14,False,True,False,False,False,9.665005974702105e-17,0.0,0.5640756106971476,0.3482266666666667,0.5,0.1315689233099739,0,-5776.439034806749,0.983157894736842,0.491578947368421,7.312382660822012e-05
TOI-2202 b,0.452062754902666,0.0408912605405194,11.9126075,0.06,0.2024117140396209,0.4616698697416186,0.808,0.841,0.059,False,False,True,False,False,2.6609621606863605e-17,0.0,0.726031377451333,0.3733333333333334,0.5,0.4928723452969543,1,-5776.538330130259,0.9163157894736842,0.4581578947368421,0.001958236849315
TOI-2207 b,0.4608453646715317,0.0288944488650046,8.001968,0.0854,0.3146712604076945,0.6606875934230194,1.564,1.296,0.181,False,False,True,False,False,4.1816526359183187e-16,0.0,0.7304226823357658,0.3902666666666666,0.5000000000000002,0.5340600098633579,1,-5776.339312406578,0.8442105263157894,0.4221052631578947,0.0018722412799999
TOI-2211.01,0.0433119786981398,0.0044787857012471,3.092686757,0.04011,0.2024117140396209,0.4796070894725603,0.834,0.9,0.06,False,False,True,False,False,3.301903129024788e-17,0.0,0.52165598934907,0.3600733333333333,0.5,0.0725185146060782,0,-5776.520392910528,0.9473684210526316,0.4736842105263158,0.0003398566186938
TOI-2236 b,0.6008791930332564,0.0716103692237737,3.5315902,0.05009,0.4378409417169107,0.6920777279521675,1.573,1.343,0.119,False,False,True,False,False,5.092919225058788e-16,0.0,0.8004395965166282,0.3667266666666666,0.5000000000000002,0.623828264396654,1,-5776.307922272049,0.8194736842105264,0.4097368421052632,0.000484650282515
TOI-2260 b,0.0458802266812456,0.0044787857012471,0.3524728,0.0097,0.7022681596325007,0.539611360239163,0.94,0.99,0.22,False,True,False,False,False,6.721557121326332e-17,0.0,0.5229401133406228,0.3398,0.5,0.0358416351784653,0,-5776.460388639762,0.9947368421052633,0.4973684210526315,9.367085369863068e-06
TOI-2266 b,0.0423978565346615,0.0044787857012471,2.326318,0.02,0.1111111111111111,0.0412128977151398,0.24,0.23,0.06,False,False,False,True,False,1.4908877223655241e-22,0.0,0.5211989282673308,0.3466666666666667,0.5,0.0457412927695286,0,-5776.958787102286,0.5947368421052631,0.2973684210526315,0.000127469479452
TOI-2274 b,0.0820098169520557,0.0044787857012471,2.67963,0.05,0.1746942291128337,0.1998718770019218,0.631,0.612,0.06,False,False,False,True,False,5.701056332013537e-19,0.0,0.5410049084760279,0.3666666666666667,0.5,0.1226249117941553,0,-5776.800128122999,0.7957894736842105,0.3978947368421052,0.0003670726027397
TOI-2328 b,0.4096134759492351,0.0070820640009523,17.10197,0.127,0.1949468848693654,0.5376895152679906,0.9,0.95,0.09,False,False,True,False,False,6.07436858476973e-17,0.0,0.7048067379746175,0.418,0.5,0.5381496598659683,1,-5776.462310484733,0.9736842105263156,0.4868421052631578,0.0059505484657534
TOI-2337 b,0.4144927035502386,0.0725192185931093,2.99432,0.06,0.2024117140396209,0.3786034593209482,3.22,1.325,0.39,False,False,True,False,False,1.9113486081630212e-16,0.0,0.7072463517751193,0.3733333333333334,0.5000000000000001,0.4565898382493762,1,-5776.62139654068,0.8289473684210527,0.4144736842105263,0.0004922169863013
TOI-2338 b,0.4632849782543854,0.2715572304775865,22.65398,0.158,0.1826012058570198,0.5496476617552852,1.05,0.99,0.22,False,False,True,False,False,9.028300114375832e-17,0.0,0.7316424891271927,0.4386666666666666,0.5,0.6298986326387892,1,-5776.4503523382455,0.9947368421052633,0.4973684210526315,0.0098063803835616
TOI-2364 b,0.3500869010452359,0.0100358244520076,4.0197517,0.04871,0.2664369796152742,0.490924620969464,0.886,0.954,0.344,False,False,True,False,False,4.090878185788992e-17,0.0,0.6750434505226179,0.3658066666666667,0.5,0.3798538064296406,1,-5776.509075379032,0.9757894736842104,0.4878947368421052,0.0005364441241287
TOI-2368 b,0.4471835277369588,0.0293488735496724,5.1750073,0.05649,0.2403100775193798,0.5024556907964981,0.846,0.897,0.1,False,False,True,False,False,4.09281065690841e-17,0.0,0.7235917638684793,0.3709933333333334,0.5,0.4836407175902018,1,-5776.497544309204,0.9457894736842104,0.4728947368421052,0.0008009209928137
TOI-237 b,0.0380448938514313,0.0044787857012471,5.436098,0.0341,0.0645994832041343,0.0437753576767029,0.211,0.179,0.06,False,False,False,True,False,1.4668090257711861e-22,0.0,0.5190224469257156,0.3560666666666666,0.5,0.0596932229477791,0,-5776.956224642324,0.5678947368421052,0.2839473684210526,0.0005078655939726
TOI-2373 b,0.429130385917953,0.4224262257872815,13.33668,0.112,0.2001148435256962,0.5645953448644032,1.102,1.041,0.3,False,False,True,False,False,1.107139157192369e-16,0.0,0.7145651929589765,0.408,0.5,0.5376831255698029,1,-5776.435404655136,0.978421052631579,0.4892105263157895,0.0040923511232876
TOI-2374 b,0.2717989899408896,0.0079095426973021,4.31361,0.0471,0.2072925638817111,0.3833013025838139,0.69,0.75,0.15,False,False,True,False,False,9.220388321323365e-18,0.0,0.6358994949704447,0.3647333333333333,0.5,0.3021757615563474,1,-5776.616698697417,0.868421052631579,0.4342105263157895,0.0005566329616438
TOI-2379 b,0.4857294245225277,0.2615598874148959,5.4693827,0.05263,0.1323571633649153,0.1494768310911808,0.622,0.645,0.501,False,False,True,False,False,1.7328706589097087e-19,0.0,0.7428647122612638,0.3684199999999999,0.5,0.5158953395177943,1,-5776.85052316891,0.8131578947368421,0.406578947368421,0.0007886400315095
TOI-2382 b,0.5086617939425371,0.0334386957116822,4.6612061,0.059,0.3626184323858742,0.646166986974162,1.417,1.26,0.249,False,False,True,False,False,3.140570985410161e-16,0.0,0.7543308969712685,0.3726666666666666,0.5000000000000002,0.5462440678420535,1,-5776.353833013027,0.8631578947368421,0.431578947368421,0.0007534552326027
TOI-2384 b,0.4754830470392461,0.0891511620516632,2.13570304,0.02793,0.2086419753086419,0.1998718770019218,0.6113,0.635,0.332,False,False,True,False,False,5.350635977079652e-19,0.0,0.737741523519623,0.3519533333333333,0.5,0.4741954188197876,1,-5776.800128122999,0.8078947368421052,0.4039473684210526,0.000163425166869
TOI-2407 b,0.1607984415185211,0.0044787857012471,2.702969,0.033,0.1556129773184036,0.1116805466581251,0.567,0.548,0.21,False,False,True,False,False,4.487103551279418e-20,0.0,0.5803992207592605,0.3553333333333334,0.5,0.1768235423449171,0,-5776.888319453343,0.7621052631578947,0.3810526315789473,0.000244378019178
TOI-2411 b,0.0484920042911837,0.0044787857012471,0.7826942,0.0144,0.3422337065747918,0.2331838565022422,0.68,0.65,0.06,False,False,True,False,False,1.2265961514744744e-18,0.0,0.5242460021455919,0.3429333333333333,0.5,0.0444158107635788,0,-5776.7668161434985,0.8157894736842105,0.4078947368421052,3.087889446575265e-05
TOI-2416 b,0.4047342487835277,0.1361386744465951,8.275479,0.0831,0.2632787826586275,0.5981208626948538,1.236,1.118,0.32,False,False,True,False,False,1.7542140926716303e-16,0.0,0.7023671243917639,0.3887333333333332,0.5000000000000001,0.4769102792851698,1,-5776.401879137306,0.9378947368421052,0.4689473684210526,0.0018840885065753
TOI-2420 b,0.6291787123355437,0.0419364373151122,5.842641,0.0684,0.4044214757393051,0.4894298526585523,2.369,1.158,0.06,False,False,True,False,False,2.889227856538413e-16,0.0,0.8145893561677717,0.3789333333333333,0.5000000000000002,0.6747346214124881,1,-5776.510570147342,0.916842105263158,0.4584210526315789,0.0010948949161643
TOI-2421 b,0.4266907723350994,0.0149436110455615,4.3474032,0.0543,0.3936261843238586,0.5551996583386718,1.75,1.131,0.19,False,False,True,False,False,2.610734498972334e-16,0.0,0.7133453861675496,0.3695333333333334,0.5000000000000001,0.4610303289350819,1,-5776.444800341662,0.9310526315789474,0.4655263157894737,0.0006467506678356
TOI-2427 b,0.0537155595110598,0.0044787857012471,1.3060011,0.0202,0.2739018087855296,0.2274183215887251,0.65,0.64,0.06,False,False,True,False,False,1.0139542577417357e-18,0.0,0.5268577797555299,0.3468,0.5,0.0569286603159162,0,-5776.772581678412,0.8105263157894737,0.4052631578947368,7.227732115068427e-05
TOI-2445 b,0.0297742647532941,0.0044787857012471,0.3711281,0.0064,0.2575366063738156,0.0696134956224642,0.27,0.25,0.06,False,False,True,False,False,1.5359997585560173e-21,0.0,0.5148871323766471,0.3376,0.5,0.0160384227423397,0,-5776.9303865043785,0.6052631578947368,0.3026315789473684,6.507451616438647e-06
TOI-2459 b,0.1039095722113865,0.0044787857012471,19.104718,0.06,0.0809675567039907,0.253683536194747,0.6751,0.66,0.06,False,False,True,False,False,1.6935389807541862e-18,0.0,0.5519547861056933,0.3733333333333334,0.5,0.1566505449555184,0,-5776.746316463807,0.8210526315789474,0.4105263157894737,0.003140501589041
TOI-2485 b,0.5037825663415335,0.1094185029875591,11.23479,0.1093,0.2787826586276198,0.4894298526585523,1.72,1.163,0.06,False,False,True,False,False,1.5230303782773231e-16,0.0,0.7518912831707667,0.4062,0.5,0.6063003125089907,1,-5776.510570147342,0.9142105263157896,0.4571052631578947,0.0033642809506849
TOI-2497 b,0.460357441954961,0.2188439670561267,10.655669,0.1166,0.411139821992535,0.9295323510570148,2.36,1.859,0.094,False,False,True,False,False,3.7305416528564336e-15,0.0,0.7301787209774805,0.4110666666666667,0.5000000000000019,0.5737631558554748,1,-5776.070467648944,0.5478947368421052,0.2739473684210526,0.0034039753572602
TOI-2498 b,0.2391517698166635,0.0047611672418684,3.738252,0.0491,0.3674992822279644,0.6188340807174888,1.26,1.12,0.167,False,False,True,False,False,2.088948982941088e-16,0.0,0.6195758849083317,0.3660666666666666,0.5000000000000001,0.2732226565443163,0,-5776.381165919283,0.9368421052631578,0.4684210526315789,0.0005028717073972
TOI-2524 b,0.4632849782543854,0.0288944488650046,7.18585,0.073,0.2690209589434395,0.6030322442878497,1.119,1.007,0.06,False,False,True,False,False,1.4856351335504708e-16,0.0,0.7316424891271927,0.382,0.5,0.5204492888830594,1,-5776.396967755713,0.9963157894736844,0.4981578947368421,0.0014371699999999
TOI-2525 b,0.3530144373446602,0.0036284363977633,23.2856,0.1511,0.2024117140396209,0.4460815716421098,0.785,0.849,0.14,False,False,True,False,False,2.1892042987152977e-17,0.0,0.6765072186723301,0.4340666666666667,0.5,0.5145224064560407,1,-5776.553918428359,0.9205263157894736,0.4602631578947368,0.0096396004383561
TOI-2567 b,0.4510869094695247,0.0089452052085191,5.983944,0.0672,0.34137238013207,0.5560538116591929,1.686,1.13,0.241,False,False,True,False,False,2.4382165734528686e-16,0.0,0.7255434547347623,0.3781333333333333,0.5000000000000001,0.5012009458068718,1,-5776.443946188342,0.9315789473684212,0.4657894736842105,0.0011017014706849
TOI-257 b,0.2871448666899454,0.0060823296952552,18.38818,0.1528,0.2480620155038759,0.659406363442238,1.867,1.407,0.175,False,False,True,False,False,5.912770485002916e-16,0.0,0.6435724333449727,0.4352,0.5000000000000002,0.453099205552065,1,-5776.340593636559,0.7857894736842105,0.3928947368421052,0.0076978463123287
TOI-2570 b,0.5691642142796777,0.0370740931890242,2.9887615,0.04145,0.3640539764570772,0.5902199444800342,1.095,1.063,0.191,False,False,True,False,False,1.3054901878936063e-16,0.0,0.7845821071398388,0.3609666666666666,0.5,0.5820749698213117,1,-5776.409780055521,0.966842105263158,0.483421052631579,0.0003394086689726
TOI-2580 b,0.7316424893448408,0.0284400241803369,3.39775,0.048,0.6451335055986218,0.6647448216954943,1.81,1.33,0.26,True,False,False,False,False,5.739404730051512e-16,0.0,0.8658212446724203,0.3653333333333334,0.5000000000000002,0.7474190714322981,1,-5776.3352551783055,0.8263157894736841,0.413157894736842,0.0004468273972602
TOI-2583 A b,0.6047825747658222,0.0111718861629621,4.5207265,0.0571,0.3712316968130921,0.6254537689515269,1.477,1.215,0.158,False,False,True,False,False,2.9952404779278533e-16,0.0,0.8023912873829111,0.3714,0.5000000000000002,0.636624227061604,1,-5776.374546231049,0.8868421052631579,0.4434210526315789,0.0007072150223287
TOI-2587 A b,0.5008550296068129,0.0097177271725972,5.45664,0.0635,0.3680734998564456,0.5878710228486015,1.726,1.15,0.13,False,False,True,False,False,3.1922702249983785e-16,0.0,0.7504275148034064,0.3756666666666667,0.5000000000000002,0.5444992222167628,1,-5776.412128977152,0.9210526315789476,0.4605263157894737,0.0009493058630136
TOI-261.01,0.1079093485613874,0.0044787857012471,3.3639254,0.034792189,0.4477433247200688,0.615695067264574,1.28018,0.496728,0.06,False,False,True,False,False,2.1129762849004668e-16,0.0,0.5539546742806938,0.356528126,0.5000000000000001,0.1280546779089251,0,-5776.384304932736,0.73512,0.36756,0.000320652954243
TOI-261.02,0.1211090971776183,0.0044787857012471,13.03935862135,0.06,0.2424720068906115,0.615695067264574,1.31383,0.8889,0.06,False,False,True,False,False,2.2255168939773475e-16,0.0,0.5605545485888092,0.3733333333333334,0.5000000000000001,0.1732606336654991,0,-5776.384304932736,0.9415263157894735,0.4707631578947368,0.0021434562117287
TOI-262 b,0.0654685587557812,0.0044787857012471,11.14529,0.163,0.1208728107952913,0.491778774289985,0.853,0.913,0.26,False,False,True,False,False,3.818273497175367e-17,0.0,0.5327342793778906,0.442,0.5,0.2521537759534515,0,-5776.508221225711,0.9542105263157896,0.4771052631578947,0.0049772116986301
TOI-2669 b,0.8341062659188418,0.0275311748110014,6.2034,0.06,0.2024117140396209,0.3828742259235533,4.1,1.19,0.1,False,False,True,False,False,3.241022832107028e-16,0.0,0.9170531329594208,0.3733333333333334,0.5000000000000002,0.8618230355927388,1,-5776.617125774077,0.9,0.45,0.0010197369863013
TOI-270 b,0.0310801535582631,2.28764792402087e-05,3.35992,0.06,0.1254665518231409,0.1065556267349988,0.38,0.386,0.06,False,False,True,False,False,1.6701773685887352e-20,0.0,0.5155400767791316,0.3733333333333334,0.5,0.0863170266229098,0,-5776.893444373266,0.6768421052631579,0.3384210526315789,0.0005523156164383
TOI-270 c,0.0767862617321795,0.0006977326168263,5.66051,0.06,0.0935974734424346,0.1065556267349988,0.38,0.386,0.06,False,False,True,False,False,1.6701773685887352e-20,0.0,0.5383931308660899,0.3733333333333334,0.5,0.130456763787,0,-5776.893444373266,0.6768421052631579,0.3384210526315789,0.0009304947945205
TOI-270 d,0.0624214848775201,0.0004117766263237,11.38194,0.06,0.0631639391329313,0.1065556267349988,0.38,0.386,0.06,False,False,True,False,False,1.6701773685887352e-20,0.0,0.53121074243876,0.3733333333333334,0.5,0.116584274964,0,-5776.893444373266,0.6768421052631579,0.3384210526315789,0.0018710038356164
TOI-2714 b,0.572588711352092,0.0324102519635656,2.499387,0.036,0.4134366925064598,0.5675848814862268,1.25,1.07,0.3,False,False,True,False,False,1.454900024802869e-16,0.0,0.786294355676046,0.3573333333333334,0.5,0.5783644732858191,1,-5776.432415118515,0.963157894736842,0.481578947368421,0.0002465148821917
